#{"t_start": 1706990727.5864108, "env_id": "CustomHopper-source-v0"}
r,l,t
9.905582,12,0.009194
5.22091,8,0.012279
3.76888,7,0.014863
23.625189,26,0.024586
6.429007,14,0.029923
6.142142,11,0.033983
4.618184,13,0.039061
15.927774,22,0.047374
17.729286,21,0.055374
4.207364,14,0.060709
14.048374,25,0.070592
17.988156,18,0.080994
20.473756,21,0.092524
10.082807,18,0.101523
7.209533,10,0.107203
7.797155,11,0.111439
12.243975,18,0.118328
18.743575,34,0.131359
8.733379,12,0.136023
10.063551,13,0.14109
3.56885,10,0.145021
8.167387,14,0.15033
9.774691,26,0.160021
19.19726,19,0.167214
7.092061,14,0.172478
10.561982,16,0.178566
11.911584,13,0.183477
40.213686,31,0.194825
6.717356,15,0.200468
3.356757,17,0.208488
15.67489,18,0.215346
7.413626,11,0.219553
4.429853,7,0.222216
15.636136,16,0.228189
9.252019,12,0.232724
57.18497,34,0.245492
8.856404,17,0.251912
11.628083,13,0.256847
12.860041,15,0.262504
6.149341,8,0.26562
4.476989,9,0.269076
16.821711,23,0.277691
27.298264,31,0.289327
20.75196,25,0.29874
12.609141,14,0.304134
37.827591,28,0.316122
18.006721,30,0.327494
7.979573,11,0.331524
12.277234,14,0.33692
6.18462,17,0.343335
6.218596,9,0.346736
13.05268,15,0.352306
10.949916,30,0.363698
21.700662,24,0.372879
9.782291,12,0.377376
7.803487,11,0.381488
7.584001,27,0.391626
3.943662,11,0.395763
14.584829,18,0.40254
1.366369,24,0.413193
12.484093,14,0.418611
12.946636,16,0.424663
3.12826,8,0.427732
13.658917,15,0.433276
5.25433,14,0.438664
10.532952,27,0.448819
14.599474,18,0.455662
14.078515,15,0.461375
5.850517,8,0.464347
8.305864,13,0.469174
23.294266,26,0.47892
5.353601,11,0.483097
7.821624,11,0.487274
10.687344,24,0.496239
8.980563,13,0.501144
20.198055,21,0.509159
12.35878,14,0.515918
18.467679,29,0.52684
6.604878,13,0.531765
16.469877,14,0.537107
12.727255,16,0.543192
4.684581,18,0.550043
11.147127,21,0.557941
9.930874,12,0.562485
24.06589,39,0.578438
2.532235,18,0.585386
34.473442,42,0.601286
5.038791,18,0.608182
7.479358,12,0.61434
8.405597,16,0.620427
9.412808,12,0.624984
23.09126,27,0.635204
29.21556,26,0.645008
9.232189,18,0.65194
8.686196,21,0.659976
9.622234,11,0.664218
22.634819,43,0.680215
6.11885,11,0.68436
51.84726,43,0.700425
12.557306,18,0.707297
8.588286,14,0.714036
1.547162,10,0.718012
7.006205,12,0.722524
13.553488,17,0.728854
11.99963,14,0.734086
8.141494,16,0.74008
7.105602,12,0.744659
8.185153,11,0.748753
25.041257,22,0.757007
7.968422,13,0.761847
9.277939,11,0.766001
5.435414,8,0.768986
19.757387,25,0.778415
9.143298,19,0.78549
18.015066,16,0.791466
7.72149,10,0.795216
3.981769,18,1.363164
35.112157,31,1.375057
24.571489,29,1.386112
84.508871,57,1.40752
20.556724,36,1.421149
6.202587,10,1.426571
10.236847,14,1.432001
16.438393,18,1.438935
