#{"t_start": 1706965640.7520783, "env_id": "CustomHopper-source-v0"}
r,l,t
10.662964,28,0.457128
11.755063,15,0.462496
5.855019,11,0.466662
8.054485,16,0.474323
11.331524,20,0.482174
9.430841,16,0.488114
10.039518,16,0.494048
4.601584,8,0.497076
15.918169,18,0.503683
8.547999,11,0.507874
4.05153,13,0.512701
12.824844,15,0.518455
15.099413,17,0.524524
1.945352,12,0.529065
5.687857,9,0.532368
9.986319,18,0.540784
14.992806,17,0.54704
4.764595,10,0.550869
11.985958,16,0.5567
2.850168,18,0.563335
5.169773,9,0.569142
15.95725,18,0.577529
7.921694,11,0.582026
11.955689,20,0.591065
53.597364,42,0.610773
11.559677,30,0.622658
29.858662,24,0.631508
5.62345,8,0.634549
4.165864,11,0.638556
52.976684,34,0.652222
10.177373,15,0.65761
10.15195,20,0.664725
11.263928,13,0.670706
9.874165,16,0.676794
21.2017,24,0.68566
29.081656,24,0.694421
9.457465,12,0.698961
7.60631,13,0.704246
6.212615,13,0.708868
5.139431,30,0.719647
6.904246,14,0.724629
13.537165,21,0.73223
18.600724,19,0.739028
14.57989,21,0.748217
13.939094,17,0.754376
17.531868,28,0.764532
9.794291,12,0.76883
22.783987,22,0.778372
4.679505,8,0.781309
9.818166,12,0.785636
6.255422,14,0.791054
8.918802,12,0.795434
58.963879,51,0.813423
24.142243,26,0.823012
9.526087,13,0.827674
17.278022,18,0.834189
10.521911,14,0.839174
5.203867,13,0.845368
15.505255,21,0.852954
9.275088,11,0.856886
10.168633,19,0.863674
9.305059,11,0.867532
27.78281,36,0.881974
15.354205,19,0.889119
6.583746,11,0.893161
9.171175,12,0.897549
69.724537,46,0.913574
5.54963,12,0.917915
19.408655,20,0.92496
7.414817,14,0.929861
9.631257,13,0.934462
15.499187,24,0.943003
13.266723,15,0.949807
9.69601,11,0.953719
5.4251,9,0.956885
5.241156,12,0.961285
20.724081,20,0.968375
13.180439,17,0.976063
3.722292,16,0.98205
29.722463,45,0.998338
8.835777,11,1.002265
7.033295,11,1.006217
7.761537,15,1.011455
8.655173,14,1.016515
5.305044,10,1.020109
29.164601,25,1.028915
15.349039,27,1.038601
14.075587,27,1.049775
15.028765,21,1.057199
10.083184,19,1.064122
4.202731,8,1.066939
9.694729,15,1.072223
5.122555,10,1.077303
13.724225,26,1.087239
8.832143,19,1.094168
11.151828,14,1.099143
50.852943,43,1.116495
16.523417,30,1.127146
6.017661,13,1.131851
11.729731,16,1.137575
10.804964,13,1.142262
7.349747,11,1.146252
14.519461,19,1.154465
7.985133,13,1.159018
29.881218,41,1.173724
5.066625,10,1.178865
4.205839,13,1.183948
7.681793,13,1.188885
30.244139,29,1.199274
18.993001,26,1.208629
9.563907,13,1.213536
10.212699,15,1.218807
13.42162,22,1.894372
19.556587,24,1.905499
31.823723,58,1.926085
38.965673,31,1.936927
8.620166,13,1.941494
46.571108,34,1.953258
106.401016,76,1.981504
10.657596,12,1.985853
31.11745,59,2.00787
8.763092,14,2.012931
66.124688,45,2.028621
15.735291,18,2.035049
5.258992,28,2.045107
14.354066,18,2.051494
17.170546,19,2.058272
8.709255,15,2.063565
29.476597,30,2.075678
58.972839,40,2.08965
150.470408,81,2.119351
22.674404,41,2.134295
23.186549,24,2.142996
15.556998,20,2.150256
12.115395,13,2.155007
110.755233,76,2.183771
25.322237,26,2.192918
17.990616,32,2.205128
90.644353,51,2.223251
12.889044,21,2.230989
10.456796,21,2.23857
8.912551,11,2.242574
11.701951,15,2.247951
27.290193,29,2.2586
40.139101,55,2.280501
9.621711,12,2.284806
11.920728,27,2.294595
35.765088,30,2.305784
17.662292,18,2.312208
9.594691,16,2.318351
12.922488,18,2.325071
106.221037,77,2.352141
34.341922,36,2.36534
9.779354,13,2.36994
14.049591,24,2.380053
23.322387,22,2.387909
7.692629,12,2.392284
41.572485,36,2.405832
4.060948,9,2.409107
46.954962,33,2.421427
7.90464,15,2.426867
6.946478,10,2.430409
11.431751,26,2.439782
13.158345,37,2.453099
7.23816,9,2.456393
17.690029,28,2.466663
59.421273,52,2.487131
22.524552,25,2.495996
16.365788,31,2.507792
19.616591,30,2.518761
12.546595,17,2.525088
11.67767,27,2.534687
28.034976,46,2.551396
16.229428,39,2.565307
8.19491,34,2.578758
76.551363,44,2.594193
15.472631,15,2.599535
11.494384,21,2.607788
30.533625,25,2.616897
67.950851,80,2.645432
8.259199,29,3.308383
12.420184,14,3.314245
102.594497,55,3.334901
101.416973,54,3.354174
131.493893,66,3.377507
7.754643,11,3.381559
2.465642,27,3.392674
9.858055,19,3.399576
12.372064,40,3.41387
45.358317,29,3.424978
154.567572,92,3.458522
33.901541,41,3.47346
92.186616,67,3.499384
86.784518,48,3.51652
7.424148,25,3.526433
18.166153,22,3.535002
9.58675,32,3.546761
14.392683,17,3.552916
10.473896,14,3.557894
88.787397,57,3.578292
22.466033,28,3.588361
87.945444,48,3.606803
17.776754,26,3.616149
12.516112,16,3.621974
36.693009,32,3.634711
143.875249,73,3.660524
10.197068,21,3.668197
9.159994,15,3.673825
12.018638,19,3.680791
27.163588,36,3.69388
25.851358,31,3.706589
69.463074,53,3.726313
30.799742,35,3.739653
56.068309,52,3.758809
76.365129,50,3.776448
115.227499,76,3.804501
11.780551,15,3.810152
32.463441,27,3.819794
17.398566,18,3.827154
151.234762,70,3.853082
128.06252,71,3.878695
31.521983,46,3.895823
13.055166,29,3.907738
9.804718,12,3.91211
350.811728,201,3.985172
11.827191,17,3.991468
50.761207,43,4.008976
13.181177,16,4.014817
153.11674,93,4.050712
9.200301,13,4.055566
36.461715,46,4.740704
177.505796,88,4.773023
21.495847,22,4.780943
57.628883,38,4.794593
169.970625,107,4.834684
84.105156,51,4.853782
274.051922,152,4.907884
47.017438,34,4.921898
6.610911,11,4.9259
66.520891,45,4.941882
24.881652,41,4.957603
142.980024,87,4.988702
240.356229,112,5.030024
184.619461,89,5.062256
102.337153,71,5.088354
92.238981,55,5.108499
11.686948,14,5.113646
99.118725,59,5.136361
175.228201,101,5.173104
168.069444,82,5.202407
24.412621,26,5.211888
38.437655,31,5.224512
257.442184,139,5.275236
22.620451,28,5.285338
72.124078,41,5.300123
56.999105,38,5.313914
12.201582,16,5.319635
87.147235,48,5.338018
105.243103,60,5.359954
41.589888,41,5.375133
179.124041,86,5.406207
221.278741,98,5.442309
79.850449,55,5.462677
200.605229,97,6.156559
27.425248,31,6.16778
127.289493,68,6.192726
99.56654,54,6.211916
114.162072,89,6.245515
101.324664,53,6.264778
139.878813,70,6.291065
123.971831,64,6.314134
116.628794,60,6.335813
76.172917,43,6.352703
180.122124,81,6.382827
13.567726,14,6.388035
218.733971,95,6.422621
131.775916,72,6.450694
90.230012,53,6.469893
180.366991,81,6.499961
90.357791,53,6.51891
133.694811,69,6.543533
132.103002,72,6.570935
219.944384,101,6.608152
222.989437,95,6.641954
26.902837,23,6.651701
21.803846,22,6.659748
84.048569,45,6.676018
83.094242,46,6.693197
208.12379,95,6.726875
102.377863,59,6.749626
81.72458,45,6.765672
182.223344,95,6.800804
146.872402,71,6.826552
76.18839,43,6.84231
81.472377,51,6.861742
218.789182,99,7.551097
245.071979,107,7.590927
169.159828,80,7.620685
80.35184,45,7.637011
234.10079,103,7.674889
193.211197,86,7.706075
168.806888,91,7.739243
205.937485,100,7.776488
217.88603,95,7.810748
99.823028,53,7.830118
148.575654,71,7.855624
218.110734,90,7.889118
72.88271,42,7.904672
165.94812,79,7.933218
180.917559,86,7.964173
192.749693,89,7.99891
156.58319,76,8.026897
153.504807,71,8.052635
188.438812,85,8.084988
261.605134,125,8.130571
117.801613,69,8.155345
215.226236,97,8.191516
22.416024,21,8.199264
218.158276,105,8.23761
174.973491,137,8.289263
230.726772,107,8.980926
136.009564,65,9.005474
138.240094,72,9.031735
233.469709,110,9.071542
222.947288,99,9.109212
208.040413,95,9.145251
217.302391,95,9.179885
226.388828,101,9.218579
204.333896,90,9.252119
238.866434,117,9.295737
235.229508,102,9.333247
230.930724,107,9.371501
230.359204,101,9.409286
188.075976,91,9.442808
225.898343,102,9.480232
198.944943,97,9.516557
186.023997,83,9.547306
218.272946,93,9.580909
131.840193,69,9.60769
111.62594,61,9.630427
140.441529,66,9.654689
222.316394,96,9.689218
215.401038,90,10.415033
192.937436,89,10.449319
268.60686,131,10.497077
215.30971,94,10.533158
90.593944,51,10.553742
214.987184,97,10.589494
182.663078,88,10.622903
232.991995,109,10.664958
206.657043,93,10.699447
231.074337,107,10.741103
213.739506,94,10.777247
32.543527,25,10.786458
212.075203,99,10.824112
214.098027,99,10.861948
223.384933,100,10.89899
100.954199,56,10.91959
202.482593,96,10.957655
272.496525,112,10.999143
133.754089,67,11.024973
226.001872,98,11.062938
220.365411,97,11.098974
241.649195,109,11.140838
60.094514,40,11.157314
22.022602,19,11.164579
87.888643,49,11.845796
216.857272,94,11.884388
201.169967,88,11.916336
194.596514,88,11.949768
248.096914,108,11.991414
197.526067,89,12.023812
72.458518,44,12.04012
214.660386,99,12.079654
223.53118,98,12.115923
201.403227,90,12.1501
212.637573,94,12.186405
189.943888,92,12.220164
230.897724,99,12.259011
203.181801,94,12.295205
228.274338,102,12.332747
229.997675,107,12.37484
192.089538,88,12.407724
212.295712,97,12.443301
229.594333,109,12.486084
219.956854,95,12.521442
197.816759,88,12.555134
220.780084,100,12.593575
205.761261,90,13.291194
216.486949,98,13.329949
215.814764,98,13.368508
218.77035,95,13.40542
216.763873,97,13.441168
203.250271,90,13.475734
23.035981,20,13.483342
218.707323,94,13.519925
219.829682,100,13.557085
233.888623,106,13.601795
233.248828,107,13.641032
225.160151,102,13.679614
260.756131,124,13.727455
82.809077,46,13.744553
222.320261,95,13.781107
231.428661,107,13.82148
214.180208,92,13.85531
209.627638,94,13.891232
86.519494,58,13.913597
220.275226,95,13.948515
170.608375,79,13.978782
228.797181,100,14.016301
245.862707,104,14.054068
259.349807,113,14.75283
62.164415,34,14.765348
234.031226,97,14.803028
204.301101,90,14.837636
242.595876,115,14.881076
169.858773,77,14.910722
233.833295,104,14.949733
219.932155,96,14.984964
273.975873,116,15.029228
231.954148,102,15.066518
229.689589,108,15.107718
257.943687,114,15.150069
235.350445,102,15.187375
207.361717,92,15.221924
224.002509,100,15.260133
248.457779,116,15.304473
204.201009,91,15.338103
284.059888,128,15.385784
239.830665,106,15.426336
169.457568,88,15.45951
236.760197,105,16.185848
