#{"t_start": 1706982978.0429597, "env_id": "CustomHopper-source-v0"}
r,l,t
10.797417,29,0.391332
11.725934,15,0.39737
5.315234,11,0.401731
6.412662,14,0.407398
7.245905,24,0.417116
10.695333,15,0.423194
6.430049,13,0.428536
2.894642,7,0.431362
18.215029,20,0.439347
8.100826,10,0.443385
3.509762,15,0.449406
11.641084,14,0.455019
14.976385,17,0.461771
2.807242,11,0.466258
5.582707,9,0.470175
8.71661,19,0.479354
15.128103,17,0.486119
4.768113,10,0.490048
12.13179,16,0.496187
2.839998,18,0.503407
5.206315,9,0.507144
16.793491,19,0.514996
8.527221,11,0.519387
13.596206,20,0.527482
60.538981,38,0.542332
21.212542,35,0.556078
36.282833,26,0.566315
7.382371,13,0.571424
56.842975,36,0.587022
9.890099,15,0.59287
8.00586,16,0.599092
10.272766,11,0.603446
6.905791,11,0.607876
11.425012,15,0.614156
28.925776,22,0.62288
30.822458,23,0.63199
7.182493,10,0.636002
8.582939,15,0.641982
6.505684,12,0.646845
6.322336,13,0.652016
32.648285,30,0.663813
16.280334,22,0.672532
19.711328,20,0.680528
16.839889,19,0.689621
11.815932,18,0.696673
20.134217,32,0.709398
34.504995,30,0.721577
5.032745,8,0.724934
9.927992,12,0.729652
5.580982,13,0.734925
9.715259,12,0.739794
38.680365,41,0.755964
6.694423,9,0.759655
9.343126,11,0.764016
13.618697,18,0.771095
8.250012,13,0.776158
15.459149,16,0.782664
9.658387,14,0.789745
3.667215,11,0.794006
14.370467,23,0.80301
7.950795,10,0.806898
7.538321,15,0.812942
18.452152,17,0.81992
28.078567,36,0.834252
13.823311,18,0.841443
5.7733,11,0.845878
7.863492,11,0.850215
65.163537,44,0.866916
4.365477,17,0.873649
18.00812,22,0.88233
8.744656,14,0.889478
8.201965,14,0.894954
21.019431,23,0.90385
13.33021,14,0.909328
9.473464,12,0.914034
12.340676,15,0.920095
17.497792,19,0.92764
11.295685,18,0.934917
2.123357,22,0.943674
29.472961,40,0.960026
6.934458,9,0.963671
5.925634,9,0.967274
5.220941,12,0.972135
7.153406,22,0.983223
3.916651,10,0.989163
29.722706,25,0.999199
22.820515,28,1.010306
13.818504,27,1.02335
14.377127,21,1.031873
10.077386,19,1.039594
3.682384,7,1.042454
6.86765,11,1.04686
2.268495,12,1.05173
6.102958,17,1.05856
7.027569,11,1.062902
14.034812,21,1.071282
17.813228,20,1.07909
11.572775,27,1.09127
10.315501,14,1.0967
6.792441,18,1.103854
17.798686,19,1.11138
9.002988,12,1.117082
12.277107,17,1.125043
6.315056,12,1.13
14.264974,19,1.137652
8.025182,13,1.142865
28.789649,40,1.158636
5.239612,9,1.162306
7.100209,15,1.168234
7.790289,13,1.173295
30.440469,29,1.184712
19.000964,26,1.196415
9.568692,14,1.20193
20.846132,21,1.210018
11.12627,19,1.830378
10.396712,18,1.839049
31.396667,46,1.858154
13.442289,23,1.867508
17.286202,24,1.877151
12.384743,17,1.883893
18.98576,17,1.890748
10.819318,17,1.897469
83.994448,66,1.924838
8.594069,13,1.930636
83.772425,53,1.953789
11.931483,25,1.964645
70.828402,47,1.983396
9.706084,13,1.988661
4.178815,29,2.000399
16.45296,19,2.009615
24.153988,23,2.018945
7.651091,15,2.024863
17.261809,24,2.036335
15.195278,15,2.042585
23.828858,26,2.053208
26.248545,22,2.06215
9.656575,13,2.06735
87.39928,49,2.086442
30.839375,41,2.102697
39.894691,48,2.123028
6.666997,9,2.126578
48.435343,51,2.148989
96.338108,54,2.170208
12.190593,17,2.177065
77.88819,46,2.194966
14.606747,15,2.200992
10.642933,18,2.209717
12.545569,23,2.218647
8.148978,10,2.222672
11.19437,14,2.228125
35.017869,32,2.242915
34.762511,34,2.256873
21.871814,23,2.266172
11.465863,29,2.277827
14.839144,15,2.283876
28.126469,24,2.293448
23.124243,21,2.301841
17.438917,17,2.308519
13.59582,14,2.315579
177.341054,95,2.354909
18.400983,20,2.36305
9.115752,14,2.368717
10.395135,18,2.375882
20.700104,22,2.384632
6.500489,9,2.388206
71.47725,42,2.404766
5.006973,9,2.408351
41.702151,29,2.421081
7.277199,13,2.426263
6.503196,10,2.430195
8.230773,27,2.442822
44.214783,47,2.461855
9.727265,13,2.466933
82.866258,44,2.484143
24.735824,23,2.493368
29.770536,26,2.503788
18.398378,32,2.518069
22.907556,29,2.529539
10.111892,16,2.535963
11.242852,28,2.549033
45.455171,48,2.56867
15.391651,36,2.582977
6.635654,20,2.590989
23.355289,40,2.606801
24.288641,33,2.621392
17.65734,23,2.630647
24.593386,21,2.638879
24.608208,22,2.649699
120.929912,79,3.291605
9.457271,14,3.297519
10.956708,13,3.30289
84.080654,46,3.321325
101.932145,59,3.346413
113.892553,58,3.369797
10.936954,21,3.378381
7.515166,12,3.3833
13.684793,33,3.39766
10.347191,23,3.406934
75.76957,47,3.425684
11.179725,22,3.436219
129.904678,64,3.461246
42.681359,47,3.480238
181.612935,107,3.522586
50.549647,55,3.54572
14.074288,42,3.562473
7.404851,10,3.566587
8.463354,12,3.571357
29.332282,27,3.582308
48.625779,28,3.593569
12.190078,21,3.602029
11.363369,14,3.607662
78.927867,44,3.625286
22.254234,29,3.638735
7.7755,12,3.643474
39.458772,33,3.656457
80.203369,44,3.673814
16.698843,18,3.681175
189.650744,119,3.728467
19.900958,25,3.740261
31.534305,24,3.749948
6.530132,12,3.754774
13.172566,16,3.761109
14.367195,21,3.769642
85.606275,67,3.796538
62.946753,54,3.818361
35.897002,28,3.829551
34.657891,28,3.842162
6.58497,9,3.845721
7.007055,30,3.857391
6.581986,10,3.861292
12.06387,14,3.866951
150.220312,70,3.894695
71.852381,44,3.912374
10.220976,12,3.917165
83.409676,48,3.936114
12.16861,16,3.944008
23.920692,33,3.956958
130.572158,98,3.99679
54.410835,37,4.011327
132.492725,74,4.0399
11.812602,16,4.047905
39.697321,39,4.063466
7.494565,12,4.068203
110.052456,61,4.092413
10.615557,12,4.097298
61.516157,44,4.114751
58.257419,41,4.748543
110.155216,76,4.782326
106.194712,55,4.806438
11.835841,14,4.812195
6.741445,11,4.81675
107.593935,65,4.843073
64.190517,38,4.859854
70.951197,44,4.877372
84.333145,81,4.912101
