#{"t_start": 1706993403.9321432, "env_id": "CustomHopper-source-v0"}
r,l,t
7.820424,12,0.009341
5.581323,10,0.013272
25.738987,26,0.023998
11.421448,16,0.030516
9.504242,15,0.036584
46.368256,37,0.051499
24.40838,36,0.066131
16.949025,18,0.07413
4.717572,10,0.078358
9.530962,21,0.086886
13.600919,30,0.099035
4.969039,8,0.102344
30.672146,26,0.114425
10.855492,23,0.123674
8.98611,20,0.131802
15.850502,17,0.138765
3.897435,11,0.143359
13.528391,18,0.150645
11.536834,16,0.157207
10.174633,12,0.16209
9.385707,15,0.168189
10.548046,13,0.173407
22.090844,21,0.181963
7.471191,10,0.185896
8.902992,11,0.190285
16.464912,17,0.197099
4.725912,11,0.201561
9.498655,18,0.210588
8.005158,15,0.216755
8.903626,14,0.222484
13.956689,16,0.229002
23.335548,38,0.244387
8.838196,14,0.25016
13.251885,19,0.257964
11.869503,18,0.265221
8.645971,11,0.269533
54.038186,37,0.284316
158.16821,76,0.315754
13.77151,17,0.322592
16.999797,22,0.331442
41.557001,31,0.343802
28.503049,23,0.353127
6.772334,22,0.362025
13.353289,16,0.368351
28.263254,24,0.377775
12.851724,19,0.385333
6.887318,13,0.390685
8.702786,20,0.398776
6.618921,9,0.402392
8.39235,12,0.407242
5.666109,11,0.413472
14.780595,13,0.418715
6.310244,26,0.429204
6.80916,11,0.433521
10.351154,18,0.440796
110.097684,59,0.464155
10.937015,13,0.469362
6.355167,10,0.473476
11.206205,17,0.480332
20.283209,31,0.492793
29.806943,24,0.502345
10.647392,14,0.508069
12.494184,15,0.515773
4.045486,13,0.521034
34.305044,32,0.533859
14.601698,18,0.54115
8.323474,12,0.545999
13.176917,14,0.551686
10.486078,25,0.561832
21.345141,21,0.570201
8.057189,12,0.575104
18.755061,19,0.582767
55.656887,34,0.596484
8.07852,12,0.601424
5.315067,9,0.605076
9.286556,16,0.61315
4.679609,12,0.61817
11.666455,14,0.623893
15.611236,22,0.632875
7.447212,10,0.636879
7.124018,16,0.643492
46.811486,31,0.656081
7.331485,10,0.66019
13.993975,18,0.667433
98.434874,58,0.690781
9.745443,11,0.695308
13.990812,28,0.706711
7.86292,10,0.710658
16.231112,22,0.721228
5.712891,9,0.72489
5.707956,29,0.736587
10.620109,21,0.745185
9.230958,12,0.750181
3.677982,7,0.753087
7.983264,17,0.759906
4.353725,12,0.764835
39.854396,38,0.780057
7.830556,10,0.784141
5.262719,8,0.787318
9.479293,29,0.798977
8.126002,10,0.802977
9.091166,28,0.814215
7.1789,12,0.820716
4.697095,11,0.825286
8.411274,17,0.832202
6.112428,18,0.839495
8.294914,11,0.844001
9.175593,17,1.45254
63.552246,41,1.469916
7.743467,10,1.474234
12.104561,14,1.480206
9.977329,22,1.489127
12.591252,15,1.49526
74.754848,47,1.514795
5.384804,8,1.518072
34.835019,29,1.531646
60.82566,35,1.545884
14.674627,18,1.553264
68.003886,43,1.570786
20.95732,22,1.579782
99.692218,62,1.604833
8.341603,10,1.609003
30.71039,28,1.620417
17.506226,20,1.630301
29.705065,33,1.643773
41.631833,29,1.655545
170.114376,82,1.688144
12.837331,19,1.696031
7.332281,10,1.700148
24.503676,22,1.709077
64.931451,40,1.725121
20.175619,18,1.734217
61.964928,36,1.748681
12.437265,13,1.754059
21.256097,27,1.765059
4.304941,9,1.768851
32.166608,29,1.780845
9.746781,13,1.786206
91.9032,82,1.819029
32.299834,31,1.833351
7.554598,14,1.839258
7.8676,13,1.844596
60.041694,34,1.858295
13.742365,14,1.864136
8.872983,11,1.868725
12.195362,24,1.878598
13.717565,14,1.884411
70.095005,44,1.902107
22.159519,20,1.910255
6.432487,12,1.915206
28.844264,30,1.927166
6.403646,25,1.939001
28.361918,29,1.950845
8.534017,16,1.957456
61.02526,53,1.978849
55.992979,36,1.993636
8.02946,16,2.000218
6.990214,11,2.004677
23.171781,28,2.016121
10.540517,17,2.023051
85.211823,77,2.055707
28.584397,26,2.066428
16.431127,14,2.072944
27.550039,25,2.08309
10.389353,17,2.090131
159.947587,79,2.12142
61.040138,42,2.139643
22.879567,21,2.148269
8.733558,26,2.158842
30.421756,27,2.16975
10.877528,21,2.178443
11.980554,13,2.18376
11.25395,13,2.188885
9.699245,12,2.193703
59.171369,56,2.216386
9.693486,13,2.221721
13.226055,15,2.227712
7.294023,10,2.231737
7.708908,11,2.236128
37.763312,30,2.250064
10.49353,15,2.256218
7.675288,11,2.260779
105.86974,62,2.285517
27.527542,28,2.899996
32.989259,24,2.910421
47.69749,28,2.922843
80.081083,46,2.942254
66.364615,38,2.959987
104.021018,58,2.983671
30.734764,39,2.999671
86.353069,46,3.018976
67.688345,37,3.034159
16.637479,30,3.046545
86.87952,48,3.06771
59.784196,43,3.085949
26.409621,37,3.101235
9.300071,14,3.107277
47.804306,27,3.118464
7.125872,26,3.129353
26.02658,23,3.138831
81.546375,45,3.158633
84.618241,48,3.177541
2.805665,16,3.184254
47.378268,37,3.199273
77.387755,43,3.216879
93.116908,60,3.241156
111.74913,63,3.268392
115.234144,68,3.295505
55.402685,32,3.308736
7.50526,30,3.321032
50.263935,28,3.33247
43.59432,32,3.345387
69.57145,39,3.362887
147.25814,78,3.3941
44.934984,26,3.404894
96.490902,56,3.427415
9.194278,14,3.433496
14.322534,26,3.444047
55.201465,32,3.458694
10.038888,18,3.466251
37.693872,29,3.477975
61.797727,36,3.492497
48.467253,36,3.507326
5.429678,9,3.511027
61.666274,34,3.524719
7.480754,10,3.52876
6.501978,32,3.541722
17.56481,16,3.548249
19.054656,19,3.556066
103.604413,54,3.579253
31.947663,34,3.593101
4.973234,10,3.597344
9.024239,13,3.60274
102.01214,53,3.623814
50.318592,41,3.640265
18.564881,26,3.650881
3.399652,18,3.658354
58.631336,38,3.675015
12.046678,19,3.682735
6.694469,11,3.687197
91.745058,49,3.707122
68.405986,38,3.722473
16.457037,17,3.729313
21.525744,20,3.737456
22.131615,21,3.745955
106.150937,56,4.3753
94.946537,50,4.394982
97.783026,53,4.41799
192.840069,96,4.454656
159.089747,74,4.484271
21.899691,22,4.493127
13.696885,30,4.506878
121.726468,81,4.538419
220.554196,100,4.578594
18.556193,21,4.586811
54.831329,31,4.598922
155.223882,74,4.629533
35.243204,30,4.641337
184.360553,103,4.682734
78.469644,46,4.700294
117.67702,70,4.729109
38.963402,42,4.745835
91.418854,55,4.767359
69.409556,45,4.786326
137.768057,68,4.8124
135.571416,72,4.839862
55.712752,33,4.852755
51.926871,31,4.864789
172.110614,103,4.905977
74.459419,40,4.921639
81.140611,46,4.9395
64.251986,37,4.953988
213.341056,96,4.992081
208.461546,91,5.027116
43.507664,34,5.040249
4.081168,7,5.043026
28.32588,32,5.055447
67.699048,42,5.071439
117.613087,62,5.096407
91.059466,50,5.115699
91.941109,52,5.135507
134.789478,65,5.160517
217.659087,106,5.794231
223.685814,98,5.83617
161.482884,80,5.867141
103.612122,55,5.888031
217.03447,99,5.929583
198.7493,88,5.96391
97.645875,53,5.984408
208.06123,97,6.022822
171.208049,83,6.057333
125.208112,66,6.082844
182.108518,81,6.115674
116.674806,61,6.141105
210.979018,95,6.177778
228.41172,117,6.22398
235.163088,98,6.263808
109.45162,60,6.286829
30.100305,25,6.296519
88.117719,51,6.317484
110.474327,56,6.341114
69.940471,39,6.356492
153.198374,89,6.390798
114.610397,62,6.415852
242.163673,115,6.462046
136.599184,73,6.490101
133.669371,67,6.517363
133.555244,66,6.545073
190.50058,87,7.17049
220.863974,98,7.209146
175.724701,97,7.250021
157.001706,79,7.281184
100.392455,57,7.303447
153.294281,76,7.334734
216.720675,102,7.376201
227.45493,97,7.414112
183.834475,83,7.447588
246.457633,108,7.49283
194.725231,96,7.531742
143.239493,75,7.562702
120.445644,62,7.586764
211.407777,93,7.623181
90.519246,53,7.645073
211.617608,93,7.681156
65.539207,38,7.696025
225.19089,101,7.736823
166.853581,79,7.767418
205.926249,90,7.802371
212.788233,96,7.840639
207.715666,94,7.876779
132.493184,65,7.901781
208.62318,92,7.938864
69.839745,41,7.954849
167.258469,78,8.578541
242.693039,116,8.624217
226.640319,111,8.669573
213.66734,91,8.707157
231.701288,103,8.748603
