#{"t_start": 1706965515.7857733, "env_id": "CustomHopper-source-v0"}
r,l,t
9.608162,17,0.552299
8.1818,16,0.566203
10.12823,14,0.57843
6.009214,11,0.588116
4.659718,12,0.598713
11.031599,20,0.616846
9.102068,16,0.630811
10.212146,16,0.647791
4.585384,8,0.654803
16.71248,19,0.6713
7.369804,10,0.680126
4.008258,14,0.692381
11.598437,14,0.705393
14.913169,17,0.719958
2.641486,11,0.729722
6.740441,10,0.741616
9.967413,18,0.757316
16.713974,18,0.773003
3.295247,9,0.781652
12.768383,17,0.796153
3.943889,17,0.814301
5.159628,9,0.823704
16.986921,19,0.843712
8.020348,10,0.85242
12.294152,21,0.870472
62.871626,39,0.905458
12.845782,33,0.936785
35.392485,26,0.963276
6.655359,15,0.9765
49.695292,34,1.005326
13.669725,16,1.020938
7.825623,15,1.033667
10.599488,11,1.043318
7.701771,13,1.057533
13.731997,17,1.072278
79.672335,47,1.116938
4.834676,17,1.131439
6.618183,10,1.140492
7.155607,10,1.149052
12.942427,29,1.17675
7.385478,11,1.186258
14.578693,19,1.20221
14.925573,20,1.219789
11.669969,18,1.235147
12.005411,20,1.258338
20.140349,32,1.287972
35.944588,31,1.315498
3.997218,7,1.321688
8.780813,11,1.331262
8.216915,14,1.353141
9.645355,12,1.372822
40.664306,44,1.419172
6.715699,9,1.427778
15.720738,23,1.455089
7.525965,12,1.469134
7.678774,10,1.478011
11.093467,14,1.489929
10.616318,14,1.503208
4.028091,12,1.514491
12.70104,19,1.530461
9.801504,11,1.54028
9.812518,19,1.556228
9.393506,11,1.56574
22.311301,27,1.591628
10.612456,15,1.604519
12.205319,14,1.617538
4.826287,10,1.627048
7.521699,10,1.635862
66.491006,45,1.680523
4.452738,16,1.695708
18.036226,22,1.718092
8.558475,14,1.73037
8.27129,15,1.743434
18.718085,20,1.761049
17.103426,17,1.779014
7.269947,11,1.78855
12.267655,15,1.801338
16.236809,18,1.817235
15.298398,20,1.833929
0.583852,22,1.852975
28.642879,41,1.891887
8.871205,11,1.901298
6.441507,10,1.912159
7.217038,12,1.924721
10.706037,19,1.941026
5.384015,10,1.949816
22.640188,22,1.969908
17.096921,30,2.001151
9.942246,25,2.026679
14.050079,18,2.042248
6.140117,11,2.051913
9.546967,18,2.067304
9.165642,22,2.089269
5.322807,11,2.098773
16.847504,18,2.114763
17.256769,21,2.132893
16.270722,19,2.148833
13.099875,28,2.172673
13.5146,15,2.185894
6.464665,18,2.206315
17.666999,19,2.224243
9.007671,12,2.235835
12.347198,17,2.25193
5.24157,16,2.265754
14.398509,16,2.27967
7.609204,13,2.294005
49.414193,45,2.335026
7.212802,12,2.345777
2.026958,14,2.358053
46.181576,35,2.401748
24.565591,28,2.427406
7.849841,11,2.437823
10.541748,14,2.45009
13.5815,22,3.677697
21.917733,23,3.697932
64.85121,71,3.765699
18.471315,26,3.789289
54.009387,36,3.82289
80.834501,72,3.890481
10.278089,12,3.900952
16.188427,16,3.914769
94.68976,72,3.979617
48.500066,36,4.010133
17.415281,19,4.027148
7.697474,28,4.058765
18.083879,18,4.07424
13.573369,17,4.089061
8.011833,17,4.10428
8.309728,11,4.113925
14.781151,19,4.135457
16.142238,16,4.152421
21.906899,24,4.173151
6.343208,9,4.181217
14.869798,26,4.203515
114.99349,60,4.258226
124.403932,67,4.313828
11.016859,12,4.324445
6.788143,9,4.334172
53.156775,52,4.381247
89.656945,51,4.440596
16.282132,19,4.457442
74.878183,45,4.49828
41.876567,31,4.52467
8.352213,25,4.545924
8.042413,10,4.554344
8.456997,11,4.566771
30.26851,36,4.596889
83.278315,58,4.650326
23.627691,34,4.690134
34.603628,29,4.720121
20.239997,20,4.743527
13.727233,18,4.762587
14.684431,17,4.780982
184.058211,94,4.860274
22.970322,22,4.8824
9.844126,14,4.896031
12.072663,19,4.913008
23.648314,22,4.933058
7.012297,11,4.942724
50.090261,35,4.979271
4.874224,10,4.990981
54.730335,35,5.030591
6.673609,11,5.042167
6.468501,10,5.052524
12.498407,28,5.080617
