#{"t_start": 1706968395.2497263, "env_id": "CustomHopper-source-v0"}
r,l,t
11.233858,30,0.016714
13.172022,16,0.023126
5.125304,12,0.027875
4.526263,12,0.032766
11.331126,20,0.040877
8.952972,16,0.047298
10.462417,16,0.053615
4.624626,8,0.056772
16.642327,19,0.064621
7.417722,10,0.068647
3.992659,14,0.074307
11.34741,14,0.080087
14.996004,17,0.086749
2.002369,12,0.091653
4.860444,8,0.094857
9.071356,19,0.102603
15.642135,17,0.110883
4.358537,10,0.114859
12.106082,16,0.12097
3.35537,18,0.128335
4.577205,9,0.131909
17.608712,20,0.139649
6.191464,9,0.143225
12.761722,21,0.151477
62.924611,39,0.166509
12.96674,33,0.179902
37.483256,27,0.190653
7.360443,13,0.195718
57.485655,36,0.211687
10.135949,15,0.217625
7.456298,15,0.223462
12.434864,12,0.228282
6.728322,11,0.232601
11.340466,15,0.238391
148.023328,77,0.267788
7.011488,10,0.27176
13.038785,29,0.283395
7.794146,13,0.288571
23.690287,25,0.298279
10.891496,23,0.308952
41.016502,31,0.321507
12.63258,25,0.331575
56.43277,38,0.346042
7.329917,12,0.350646
13.818139,17,0.357284
8.9511,12,0.362054
55.44392,47,0.380674
9.117743,11,0.384961
18.335773,20,0.392927
8.523694,13,0.397896
14.033926,15,0.403977
10.319021,15,0.411476
3.664049,11,0.415862
14.089292,23,0.424953
7.889841,10,0.428945
7.495168,14,0.434515
19.586569,18,0.441452
14.94203,16,0.447839
15.873911,20,0.45577
16.236712,19,0.463178
6.525484,11,0.467583
7.644737,10,0.4716
65.570314,44,0.488191
4.302049,17,0.494869
17.93853,22,0.503756
8.531869,14,0.509415
7.509638,15,0.51715
17.117071,19,0.52475
11.860479,14,0.53038
14.151201,15,0.536504
12.061295,15,0.542411
16.328553,18,0.54959
16.690013,21,0.557921
2.791024,16,0.564264
35.788477,47,0.583179
10.367122,12,0.588011
6.443946,11,0.592351
6.206449,13,0.597507
8.697155,14,0.603271
5.581802,10,0.607279
30.758781,26,0.619106
15.148763,26,0.629163
13.987408,27,0.639977
14.145643,21,0.648228
10.172798,19,0.655694
3.689641,7,0.658474
6.817362,11,0.662925
2.618567,12,0.667877
6.172825,17,0.674596
27.807964,37,0.689399
18.47547,22,0.698159
28.677537,27,0.709152
16.086648,28,0.721708
13.964149,16,0.728013
9.066315,12,0.732815
12.535702,17,0.739518
6.163462,12,0.744309
10.381226,15,0.750198
7.650331,15,0.755957
4.626135,9,0.759463
13.930871,30,0.77123
6.63509,11,0.775716
6.103033,17,0.78282
13.147321,16,0.789214
11.896491,23,0.798595
18.526983,28,0.80994
9.205813,13,0.816702
11.48226,16,0.822959
6.98797,15,0.828872
18.380937,27,1.526075
41.242309,63,1.560511
14.319761,15,1.568123
10.829328,23,1.579707
50.851868,34,1.596876
11.383695,21,1.607181
81.519515,48,1.632671
10.985497,12,1.638469
8.198983,10,1.64327
39.802042,69,1.676016
8.029051,10,1.680638
51.954849,38,1.698325
19.915374,21,1.708194
6.074882,28,1.720877
10.506967,16,1.728098
14.1507,19,1.738693
6.757365,13,1.74452
7.08556,10,1.749018
20.649043,22,1.758602
16.162054,16,1.765504
13.868541,21,1.77465
8.251374,11,1.779444
20.813947,28,1.791836
63.862036,37,1.807836
163.127811,106,1.854878
11.776487,17,1.862221
30.964752,42,1.879928
87.872096,49,1.900124
12.164438,15,1.906462
72.471492,44,1.924604
16.626127,19,1.932552
11.082201,17,1.941244
7.365921,24,1.951172
8.133558,10,1.955251
8.940659,11,1.95973
9.130481,12,1.964684
16.32722,21,1.973349
11.885892,20,1.981667
9.421172,12,1.986626
14.688263,21,1.995353
6.925852,9,1.999194
10.642425,35,2.013235
23.993529,28,2.02448
14.262117,16,2.030885
22.362227,22,2.041381
11.658669,14,2.04706
114.383434,80,2.078529
45.1242,37,2.093266
8.868087,12,2.098123
12.443118,21,2.106908
18.090373,21,2.115558
5.463241,8,2.118744
78.439265,45,2.137086
17.941017,30,2.150872
8.195461,13,2.156107
8.913975,18,2.163469
7.04694,26,2.173851
34.501748,47,2.192458
11.350369,15,2.198688
120.829577,64,2.224366
32.716197,29,2.235977
21.363297,32,2.250544
11.533933,17,2.257144
8.824836,12,2.261801
10.23654,14,2.267391
8.782963,27,2.277909
22.996865,29,2.289309
14.006862,19,2.296716
14.909432,38,2.311878
7.074283,16,2.318258
6.209992,28,2.329442
19.249877,17,2.336266
9.858482,29,2.349399
23.923118,26,2.359597
11.9269,14,2.365129
8.86008,11,2.369458
13.14576,15,2.375343
40.453682,50,2.394627
6.766846,16,3.080406
7.779763,28,3.09533
108.646929,56,3.123496
102.299778,56,3.151468
85.467786,51,3.177942
46.406774,39,3.196357
4.479224,31,3.210697
31.039958,33,3.226302
88.124774,56,3.251597
135.534879,70,3.284142
31.87821,51,3.306545
62.58655,41,3.324348
