#{"t_start": 1706988098.5138981, "env_id": "CustomHopper-source-v0"}
r,l,t
14.679755,16,0.01101
24.027238,30,0.022223
4.556626,8,0.025303
12.999905,28,0.035856
8.165186,10,0.039743
13.024958,15,0.04557
19.717397,20,0.053067
12.874382,32,0.065173
7.712857,11,0.069304
6.898299,9,0.072699
11.364317,13,0.077635
11.30586,33,0.089837
6.168347,16,0.095942
20.878703,19,0.103033
6.403847,13,0.109543
8.644534,18,0.116249
9.514682,11,0.120436
7.565363,16,0.126426
65.032331,36,0.139874
5.980863,9,0.143261
6.588938,10,0.147181
6.108833,16,0.153245
40.069368,33,0.16554
17.939676,20,0.173069
8.028532,11,0.17715
8.34422,21,0.185071
9.145788,11,0.189191
16.262365,18,0.19592
57.031396,55,0.218083
7.093463,17,0.22447
61.215406,48,0.242758
44.129342,35,0.255835
12.619049,14,0.26113
8.052301,12,0.265619
6.619181,17,0.272098
10.647439,13,0.276965
5.887502,13,0.281859
12.477575,14,0.287088
12.315618,26,0.29697
18.631909,20,0.304526
14.517848,17,0.312403
8.488364,19,0.319559
32.876535,38,0.333769
27.129961,28,0.34436
8.172277,11,0.348526
4.887387,10,0.352361
24.061421,23,0.360952
16.704537,19,0.368253
18.319936,23,0.376719
8.2204,12,0.381219
7.319945,17,0.387577
8.549293,12,0.392098
101.758578,71,0.419707
19.25737,19,0.42676
8.157067,19,0.433935
40.178851,37,0.447721
7.489214,13,0.452545
9.02759,10,0.456388
5.442228,8,0.459503
7.270982,11,0.463647
12.668273,15,0.469152
17.221578,32,0.481154
12.824766,16,0.487121
5.887701,12,0.49173
9.5163,27,0.501957
46.345633,35,0.516637
7.742292,11,0.520775
9.640702,11,0.525023
8.343559,20,0.532506
91.025253,53,0.552002
14.589116,34,0.564716
8.495712,12,0.569385
7.830832,11,0.573767
10.133476,11,0.578049
7.553734,16,0.584046
11.288376,23,0.592777
13.825831,19,0.599996
43.77595,30,0.612699
6.456011,10,0.616521
9.373953,16,0.622727
33.157105,27,0.632843
2.516464,19,0.64017
2.939201,7,0.642992
9.618847,13,0.647871
18.800883,23,0.656732
14.415966,29,0.667679
5.504376,8,0.670733
16.909965,17,0.67716
51.572213,36,0.690413
33.157145,33,0.702643
6.031544,16,0.708748
7.059999,15,0.715974
6.465641,10,0.719778
24.36592,35,0.733029
20.958088,20,0.740474
10.145417,15,0.74628
6.552263,10,0.750108
5.279893,11,0.75438
17.032436,30,0.765757
16.344277,35,0.778864
5.011572,8,0.781892
3.826208,9,0.785275
47.127831,33,1.359935
8.37658,21,1.368907
13.243115,17,1.376261
34.896117,45,1.395115
65.479878,66,1.425176
24.417373,30,1.437858
4.623343,8,1.441273
58.791848,36,1.456129
165.809592,84,1.490546
4.384432,12,1.49568
16.340516,27,1.506845
56.053064,41,1.523454
10.178095,14,1.531104
17.189312,33,1.544661
71.70843,41,1.561481
21.604353,20,1.569705
13.422581,14,1.575461
14.006569,24,1.585014
31.77391,25,1.595341
13.268407,15,1.601466
73.028155,47,1.620988
34.090417,28,1.634212
117.903071,63,1.659292
12.393484,15,1.66527
25.84007,26,1.675829
12.216855,21,1.684051
80.990602,45,1.701628
1.894935,11,1.706128
41.098924,32,1.719133
85.603305,55,1.742763
23.088129,21,1.751442
17.107845,17,1.758202
7.580263,12,1.762881
44.844991,33,1.775838
18.76624,20,1.783872
9.162352,13,1.789023
22.486285,22,1.79781
6.10087,14,1.803493
6.863833,27,1.814439
21.329771,21,1.822861
9.791432,15,1.828938
54.312751,60,1.854136
36.780035,38,1.868927
5.842976,10,1.872906
136.80094,68,1.898846
9.545016,12,1.903662
62.60902,48,1.922314
4.519396,19,1.929868
6.823856,9,1.93499
