#{"t_start": 1706975229.8792803, "env_id": "CustomHopper-source-v0"}
r,l,t
11.384927,29,0.016772
12.263811,16,0.023325
5.230717,10,0.027344
6.358936,14,0.032955
7.777438,24,0.042547
11.039055,15,0.048575
6.474248,13,0.05381
2.780414,6,0.056269
19.852201,24,0.065893
6.401919,9,0.069883
4.032924,13,0.075175
11.659875,14,0.080864
15.034209,17,0.087636
2.481048,11,0.092037
6.678041,10,0.095967
9.275028,17,0.102844
23.001514,20,0.112551
3.375173,8,0.115889
12.070626,16,0.122252
2.698984,18,0.129648
5.034448,9,0.133365
17.72447,20,0.141205
6.231685,9,0.144803
12.316876,21,0.15326
62.882209,39,0.168705
12.867635,33,0.18187
36.497807,26,0.19211
7.503295,15,0.198104
53.787319,35,0.213726
10.876761,15,0.219803
7.939459,16,0.226198
10.654958,11,0.230628
6.584859,12,0.235461
13.794942,17,0.242282
82.942784,48,0.260965
4.553157,15,0.266968
8.066774,11,0.271277
7.101648,10,0.275322
12.786305,29,0.286736
7.767498,12,0.29147
17.30023,19,0.298962
18.701093,19,0.306586
12.284374,19,0.315759
14.781933,19,0.322785
20.198695,32,0.333707
35.449732,31,0.344316
3.994371,7,0.346793
11.212003,13,0.351337
7.804819,14,0.356314
7.808831,11,0.360251
58.129653,50,0.378043
13.579053,15,0.383493
7.268182,14,0.388504
7.996098,13,0.393176
12.849435,15,0.39858
9.946269,15,0.404048
5.345047,13,0.408794
15.347762,21,0.417664
9.70376,11,0.421483
9.814336,19,0.428346
9.298021,11,0.432429
14.728244,16,0.438393
15.742296,20,0.446092
16.976701,20,0.453713
5.077348,10,0.457716
7.269211,10,0.461633
63.967939,44,0.478347
4.40191,16,0.48465
23.751892,24,0.493884
8.193173,14,0.499422
6.239127,13,0.504619
20.694638,23,0.51518
15.000921,15,0.521059
7.232762,10,0.525149
14.390076,17,0.531904
15.293031,18,0.539026
10.642793,18,0.546192
2.527296,21,0.554737
21.872609,42,0.571546
8.525085,11,0.576182
5.211138,9,0.579927
7.861647,11,0.58594
9.750926,24,0.596095
6.706372,10,0.600478
15.500239,18,0.608049
9.64694,13,0.615318
12.394391,18,0.62293
13.762412,27,0.634116
14.452387,21,0.642782
10.257916,19,0.650574
3.702315,7,0.653458
6.777223,11,0.657802
2.855619,12,0.662636
5.930777,17,0.66941
8.15693,13,0.674628
11.011131,18,0.681867
16.431927,19,0.689409
12.81596,28,0.700469
13.716147,15,0.706448
6.985382,18,0.713695
17.937068,19,0.723083
9.082447,12,0.72773
13.578684,18,0.734969
7.159277,11,0.739385
12.57516,18,0.746501
7.610837,15,0.752537
51.007494,46,0.770774
7.475733,15,0.776712
4.075699,14,0.782291
23.273845,29,0.793857
13.029378,26,0.804161
12.100544,14,0.809765
12.042785,16,0.817609
8.085033,19,1.431767
13.463956,23,1.441452
15.535733,39,1.457769
40.788794,32,1.47048
13.757492,23,1.479784
9.406343,13,1.485161
26.818655,22,1.49394
19.169836,21,1.502222
78.406668,54,1.523381
9.447526,11,1.529321
9.407115,11,1.533672
32.356422,47,1.55233
17.995863,25,1.562348
17.9197,16,1.568833
46.819125,36,1.58322
7.570007,12,1.588058
3.206441,27,1.598828
11.660177,14,1.604335
