#{"t_start": 1706969859.4530616, "env_id": "CustomHopper-source-v0"}
r,l,t
10.932584,28,0.033222
11.503744,15,0.046026
5.848084,11,0.055413
7.125263,15,0.068111
8.069193,24,0.088654
10.859125,15,0.101539
6.622797,13,0.117439
3.052139,7,0.123613
19.586746,21,0.146902
7.268645,10,0.156893
4.298998,13,0.168218
12.827722,15,0.18164
14.975372,17,0.19616
2.206565,12,0.20876
4.868732,8,0.219848
7.928438,19,0.236248
15.582364,17,0.25127
4.93632,10,0.260096
11.860152,16,0.273774
3.041736,18,0.289343
5.27666,9,0.297377
16.876712,19,0.314248
10.029785,12,0.327763
11.612564,19,0.344254
63.172748,39,0.37885
12.612011,32,0.406902
31.418735,25,0.431485
5.78432,8,0.438658
3.458807,9,0.4467
49.855334,34,0.475378
13.495461,16,0.489182
10.356085,20,0.507134
11.406891,13,0.52085
8.103778,15,0.536788
21.122722,25,0.558707
25.954977,22,0.578152
9.473731,13,0.589213
9.113117,16,0.602732
6.660479,11,0.612709
5.04241,27,0.638289
6.044593,15,0.651125
16.742149,24,0.671288
15.430133,19,0.687366
18.450147,20,0.704147
13.847065,17,0.718899
19.178507,30,0.749602
7.284161,10,0.758218
22.9762,22,0.777637
4.656607,8,0.784688
8.699552,11,0.794872
8.548288,15,0.809649
8.720831,12,0.821512
58.679443,51,0.871317
23.13954,25,0.896845
9.316009,13,0.908312
19.461876,19,0.924104
10.481578,14,0.939203
5.33925,13,0.950363
15.284689,21,0.968032
9.486162,11,0.977828
10.063378,19,0.993691
9.394856,11,1.003171
14.73385,16,1.017081
14.692217,19,1.033031
4.987503,9,1.045063
8.481901,12,1.055348
4.828905,10,1.064082
7.483681,10,1.072745
63.336857,44,1.108281
4.34512,17,1.126019
12.709375,16,1.139783
5.04262,12,1.155415
16.442125,16,1.172913
11.245069,15,1.186215
9.750612,12,1.196662
15.62313,16,1.211174
8.890488,11,1.221119
13.680534,16,1.236428
17.365963,19,1.255748
11.802738,19,1.272067
1.151637,19,1.28861
