#{"t_start": 1704939287.4661374, "env_id": "CustomHopper-udr-v0"}
r,l,t
19.367213,22,1.129912
4.885884,24,1.165163
7.694706,13,1.188813
6.449435,15,1.215648
8.439615,10,1.230645
10.129055,12,1.24837
11.6379,15,1.269598
31.367044,25,1.303946
40.796834,32,1.349304
12.336922,24,1.383027
5.759163,11,1.398614
7.531198,14,1.41777
10.240889,14,1.437557
10.597709,13,1.456016
63.346769,45,1.51989
10.779028,11,1.535299
8.113755,9,1.547998
15.836799,37,1.59938
8.67156,22,1.629152
19.641563,25,1.662547
6.282374,13,1.680619
10.897963,18,1.705059
9.774127,15,1.725917
12.607228,16,1.752257
16.674548,28,1.793698
16.62437,18,1.818317
6.560025,15,1.838507
19.880581,23,1.86978
5.569885,9,1.882317
13.128198,17,1.905056
5.720815,8,1.916776
5.15454,9,1.929082
11.200139,23,1.959248
17.550529,28,1.995888
11.135267,14,2.014153
9.143987,12,2.030226
5.65185,8,2.040901
15.503305,21,2.069134
22.290462,23,2.09969
9.431966,13,2.116621
4.703501,8,2.127475
12.777225,16,2.148952
10.079479,15,2.169449
5.483709,14,2.188388
4.328133,9,2.2011
7.737576,15,2.222357
10.962846,19,2.249181
41.165256,54,2.320998
6.460034,9,2.334531
12.578816,17,2.356655
18.614831,22,2.386464
9.857211,31,2.427456
29.590792,31,2.468562
13.533446,21,2.496851
32.00094,40,2.54856
10.82146,16,2.568946
21.052926,29,2.607213
3.5465,8,2.617699
4.639018,8,2.627745
16.477188,18,2.650708
17.672943,28,2.686463
6.735742,12,2.701693
8.527518,25,2.733965
8.696667,15,2.754532
4.223735,14,2.779313
5.159825,9,2.792605
7.712003,10,2.805445
9.29868,17,2.827388
9.097294,16,2.848176
22.717666,26,2.882317
15.86242,19,2.907285
43.37393,30,2.947073
15.179079,21,2.973994
8.428299,34,3.019335
18.105091,18,3.043346
7.092626,10,3.057359
4.992285,11,3.071939
10.05107,13,3.088896
15.25773,18,3.112813
9.511163,20,3.140375
5.930508,10,3.153653
5.361189,11,3.168038
11.800253,14,3.186316
11.357816,13,3.203012
9.631226,14,3.221816
23.969051,26,3.256547
5.017866,20,3.283066
10.947485,17,3.306042
52.287502,45,3.369743
8.053113,12,3.38632
5.690483,9,3.398736
8.385951,19,3.423951
11.181181,19,3.44875
6.60619,10,3.461879
8.059618,11,3.476042
3.512972,9,3.488618
7.699152,15,3.509507
25.433061,19,3.535156
8.043263,16,3.555879
21.806732,33,3.599376
10.112462,11,3.613823
15.307603,18,3.637538
28.304312,35,3.684896
11.82399,15,3.704467
21.559826,30,3.74214
7.99571,13,3.758801
11.401162,19,3.782947
21.132054,20,3.815547
4.842511,10,3.829103
4.449315,23,3.859104
4.732196,19,3.883676
10.256186,11,5.879636
19.830748,17,5.903025
11.959633,13,5.921098
20.21643,30,5.96074
14.904093,17,5.983549
47.494463,33,6.026556
33.976056,31,6.069218
15.783919,16,6.091561
6.222026,13,6.111005
68.717223,40,6.166042
8.698269,21,6.195612
16.46283,27,6.233021
70.450618,49,6.297838
8.857703,13,6.314758
8.688067,10,6.328544
11.180743,14,6.349885
7.796905,21,6.379231
8.294711,11,6.394413
6.484296,10,6.408417
23.738355,22,6.437652
11.075408,12,6.454194
9.381698,15,6.47455
111.902498,73,6.573222
9.669289,27,6.610527
7.954275,17,6.634015
6.651819,26,6.669113
17.621587,22,6.698756
85.886893,54,6.770606
12.381581,13,6.788023
6.437032,29,6.826729
13.063104,12,6.84278
31.245067,36,6.899619
20.652306,23,6.931949
23.44434,33,6.977644
6.218761,17,7.000896
10.357034,14,7.020446
31.370642,27,7.056646
9.123135,14,7.07583
18.639414,25,7.110215
29.052796,33,7.15429
17.084221,27,7.189906
7.284282,12,7.205958
126.392038,71,7.302372
64.080177,48,7.369404
10.238392,14,7.38841
8.471883,11,7.403612
4.186863,9,7.416233
30.984685,37,7.465625
8.731709,13,7.483345
7.25257,9,7.496207
3.09846,8,7.507723
37.454085,32,7.549429
21.486554,19,7.574357
80.283716,54,7.645564
7.158663,12,7.662059
49.930842,34,7.707576
10.259429,12,7.724118
8.539911,23,7.754984
6.816094,13,7.773636
12.557337,19,7.799482
5.003507,18,7.824242
21.610972,35,7.873534
10.750415,14,7.901198
157.39265,99,8.036126
25.35616,46,8.098685
9.536609,11,8.113957
48.156142,63,8.198071
17.471797,17,8.222381
5.584278,10,8.236624
4.589505,8,8.247557
59.079958,42,8.303137
14.737351,16,8.323864
15.974328,34,8.371487
9.073286,10,8.384911
16.492139,16,8.40718
33.057265,34,8.452851
36.405628,47,8.519572
33.033884,27,8.555624
15.706338,32,8.600421
18.662307,23,8.631262
14.579087,15,8.651694
3.110458,21,10.265396
16.123307,21,10.299316
160.665204,87,10.452054
34.450565,28,10.503167
123.090015,73,10.625552
29.656994,56,10.717075
32.099002,37,10.778136
107.568131,66,10.889335
23.913724,20,10.922833
196.597616,129,11.15361
80.550196,48,11.235105
25.498343,32,11.297005
73.033934,38,11.364062
142.785589,75,11.511194
24.500431,22,11.549106
65.46798,35,11.60937
57.623372,43,11.687636
21.361912,22,11.725716
128.540043,99,11.914137
7.200198,12,11.935811
91.664991,48,12.010568
44.954349,34,12.055359
21.561124,29,12.102437
51.98483,41,12.157035
54.397489,34,12.201737
66.139687,36,12.249861
105.668196,52,12.318501
41.351482,32,12.363978
10.311588,12,12.381849
144.797004,85,12.496009
12.836439,14,12.516218
101.252149,60,12.595898
67.546768,37,12.646248
12.710659,24,12.680028
213.885054,104,12.819818
165.256601,71,12.914206
112.651956,61,12.996523
10.366839,14,13.01532
141.877812,74,13.119884
9.288085,20,13.145991
69.501518,39,13.196858
72.52066,46,13.261275
112.119454,54,13.333543
187.391039,119,14.829249
6.246395,33,14.87273
154.81727,73,14.969359
40.884753,25,15.00303
67.551704,37,15.05294
20.448139,25,15.086658
109.830551,51,15.162307
25.768051,23,15.19403
180.876159,86,15.312732
18.427442,20,15.340506
108.121985,69,15.43802
61.995275,52,15.509129
208.03865,107,15.652637
111.325646,68,15.743508
49.727996,45,15.803242
33.343084,34,15.84662
11.302041,13,15.863586
67.272434,33,15.90745
148.570612,76,16.010824
171.694777,70,16.104009
9.664264,14,16.122715
163.218075,103,16.269487
97.720137,63,16.354139
209.14252,101,16.494322
127.497555,56,16.5746
84.350996,49,16.641337
90.914964,47,16.704341
127.629689,62,16.788069
110.403121,61,16.870717
26.740152,36,16.92081
69.582366,49,16.989795
74.074098,46,17.051532
67.508926,35,17.099047
79.648175,41,17.153522
88.226055,43,17.219293
122.155824,60,17.301691
49.254997,46,17.367045
128.585974,63,17.452549
158.197416,75,17.552698
10.40542,12,17.568732
67.338119,37,18.943185
136.834206,64,19.03106
136.152533,63,19.113601
24.530576,27,19.149224
108.981273,51,19.216162
132.002681,78,19.331889
152.426842,78,19.438614
154.136475,77,19.541883
137.851275,64,19.626583
223.072253,100,19.759897
116.104578,67,19.851472
127.72746,78,19.957173
109.185779,53,20.03008
93.539255,44,20.087551
137.914171,72,20.182256
79.483909,41,20.23753
14.03157,15,20.26353
54.197247,32,20.308695
231.570967,122,20.471997
125.161404,56,20.54842
110.933154,54,20.622164
89.742777,42,20.679016
123.229869,63,20.761511
50.287079,46,20.821013
103.261451,48,20.881554
30.866813,28,20.917846
91.199946,40,20.970094
20.129602,28,21.006393
78.526991,38,21.05548
74.377379,36,21.105023
121.292153,51,21.172679
18.625243,26,21.208085
3.72694,15,21.229473
132.400565,64,21.328178
69.592223,35,21.378356
121.92698,54,21.454984
190.173291,88,21.576039
102.340874,52,21.657544
160.380907,85,23.435552
118.898144,53,23.521303
233.745535,110,23.697351
188.031989,106,23.867211
193.678582,85,24.009308
60.783997,29,24.062274
128.461886,57,24.158665
172.458848,76,24.290138
188.485183,101,24.473856
107.873449,57,24.576988
72.806192,32,24.631262
118.709097,50,24.694916
176.068422,103,24.83008
206.349174,89,24.94751
55.308052,31,24.98885
185.055514,103,25.124786
210.327964,106,25.266467
107.963088,48,25.33199
203.050166,122,25.505013
141.138089,86,25.617588
171.857343,66,25.704007
104.189373,50,25.770601
235.282483,112,25.916322
170.496487,80,26.022152
184.702889,120,26.17802
154.920683,73,26.27506
27.855236,26,26.309135
156.419009,72,27.771939
158.969265,70,27.861467
168.783734,87,27.972296
140.555531,60,28.051315
161.008466,83,28.159718
96.619776,44,28.21641
195.346849,94,28.344332
53.144592,30,28.385923
180.129994,80,28.495103
73.981976,37,28.552704
111.379751,46,28.614017
118.502308,48,28.678047
147.566441,68,28.769509
125.253352,55,28.842968
210.389581,103,28.983611
76.539485,37,29.033487
39.704854,28,29.070776
210.791444,106,29.212257
176.071721,80,29.322913
130.763859,83,29.435349
177.653255,75,29.534648
138.588924,68,29.630498
105.475911,49,29.697199
199.461231,98,29.829825
127.770709,60,29.909652
194.138254,105,30.045298
112.717288,50,30.109749
92.495113,53,30.179862
200.561075,84,30.292065
271.945474,151,31.830341
184.360147,95,31.966048
135.972034,70,32.059809
151.071348,65,32.14729
217.2975,129,32.315293
202.907565,88,32.434821
215.588882,102,32.574976
86.670647,48,32.64833
142.282585,59,32.727035
204.922994,83,32.837761
106.996176,47,32.899777
119.909561,75,32.99683
237.424052,110,33.140538
97.06788,46,33.200551
184.854061,83,33.312145
202.42334,91,33.433413
141.616059,67,33.525281
233.881157,136,33.714349
212.370308,96,33.843126
100.597321,46,33.905007
128.360257,56,33.982285
166.717782,68,34.077206
210.209671,88,34.196661
108.501989,53,34.270436
180.314784,79,34.378281
226.153775,103,34.519086
92.240433,56,36.288972
204.421985,95,36.444398
188.085833,90,36.590699
215.641337,88,36.74021
121.633465,65,36.861001
216.434551,93,37.019202
129.343561,67,37.132721
121.099222,66,37.247107
106.276026,53,37.353809
116.127802,65,37.446023
136.537735,66,37.536614
179.009951,76,37.638101
205.458323,93,37.760788
18.004706,22,37.791975
61.515951,34,37.841472
212.992702,100,37.973045
134.802864,64,38.058661
101.404916,53,38.128692
173.007885,88,38.247023
209.921926,91,38.369755
146.017765,71,38.46735
63.668132,35,38.515937
192.900106,89,38.63462
171.488979,75,38.734709
217.796075,100,38.873389
132.235186,72,38.967615
144.105646,68,39.057643
219.402815,95,39.18474
212.080045,91,40.647104
118.739765,60,40.727105
77.50488,51,40.797797
229.798813,113,40.954225
202.145963,85,41.067783
210.818963,97,41.194934
134.162304,69,41.290423
125.55453,61,41.373474
207.042898,88,41.493612
207.160125,97,41.627027
175.918831,84,41.738897
171.225307,78,41.842266
210.875466,105,41.986798
214.589214,89,42.130896
205.574601,91,42.255806
199.263054,99,42.391109
215.19591,96,42.524459
206.182876,90,42.647814
126.246115,65,42.73452
201.157077,85,42.84524
208.693706,87,42.967306
186.71691,81,43.075073
214.551367,95,43.199438
72.819117,44,43.258564
211.617295,91,43.384619
171.069972,79,44.822655
211.103212,88,44.941402
133.503994,62,45.031643
152.633929,70,45.125626
213.959947,96,45.257385
216.71738,94,45.386846
213.421938,100,45.520511
88.127775,45,45.580681
213.57671,93,45.701021
154.026039,74,45.801152
136.021439,65,45.887954
98.228822,50,45.955474
225.098754,101,46.098113
227.046414,104,46.236145
221.511379,97,46.369002
97.838092,49,46.43699
224.876012,100,46.574082
212.433495,95,46.70211
158.978067,72,46.798806
214.493237,94,46.925128
206.036851,90,47.054439
148.178609,75,47.152119
197.597109,84,47.262648
203.910304,88,47.390039
215.510958,96,49.253705
214.438874,97,49.41315
216.798423,94,49.579381
221.645265,103,49.76426
229.821284,106,49.947033
208.876287,92,50.110801
205.710119,93,50.240849
234.302869,116,50.398067
220.805765,96,50.528512
227.651127,104,50.670844
198.775826,83,50.782789
96.751871,49,50.848843
144.959547,68,50.941837
170.310557,76,51.040823
88.78974,45,51.101896
216.172595,93,51.235791
203.652992,85,51.353472
208.850132,90,51.474773
189.15507,86,51.589783
237.109357,118,51.75096
236.174945,113,51.902014
227.150937,107,52.04366
215.884866,94,52.172396
195.012219,83,53.62116
180.677884,76,53.720247
201.615001,84,53.831703
203.061027,86,53.947012
213.244253,86,54.066062
218.340883,100,54.201202
146.195808,70,54.305651
216.41033,94,54.436567
225.016618,100,54.568607
207.919452,88,54.689008
214.845972,92,54.808985
201.299618,101,54.940973
213.2703,92,55.061905
176.383178,88,55.176956
177.752564,81,55.294269
224.824806,96,55.419819
209.756374,88,55.537051
107.901485,51,55.601499
174.335835,88,55.716309
214.023071,94,55.835594
125.618837,57,55.909143
220.423098,99,56.0396
225.433816,103,56.175481
203.881618,88,57.633032
209.524124,95,57.761683
205.408007,88,57.878742
221.173216,97,58.005327
215.11596,94,58.129073
209.18572,94,58.254887
217.508211,100,58.392568
205.513309,84,58.502247
205.843957,86,58.614994
208.993296,87,58.733212
219.340725,100,58.864396
212.513927,91,58.983638
211.787782,87,59.100116
226.722252,106,59.243128
203.913845,93,59.373971
195.299244,79,59.475495
205.059167,88,59.589397
195.941779,91,59.711495
137.295841,64,59.798223
210.654298,87,59.910442
132.040356,59,59.987937
164.314642,69,60.077527
206.008825,92,60.24476
210.349663,92,60.413417
192.786265,76,62.188528
208.861162,87,62.342824
213.46818,96,62.512471
217.239069,93,62.677149
203.996906,86,62.826564
205.545992,85,62.936895
207.969377,91,63.05784
198.825235,82,63.165357
198.645829,83,63.277821
207.61445,89,63.395816
215.583765,93,63.525353
212.015334,87,63.642663
196.928134,82,63.756456
216.210015,93,63.881437
200.524009,81,63.989044
220.600082,99,64.123495
205.372927,88,64.242345
203.360748,87,64.362924
209.96342,88,64.481385
212.477443,92,64.612561
192.157976,76,64.714679
194.762118,80,64.821598
142.890243,65,64.911618
225.778317,105,66.378884
214.941452,96,66.511231
206.236401,88,66.637821
146.186678,66,66.728194
204.176981,93,66.856731
109.526235,52,66.926573
215.392792,92,67.051512
191.567228,80,67.161866
204.324712,89,67.281685
200.014508,83,67.395338
137.815504,66,67.481395
205.53046,88,67.597907
209.716974,92,67.728185
204.096415,85,67.844734
193.634801,80,67.94874
204.794017,87,68.064011
116.716779,57,68.141613
154.836183,73,68.237671
205.268865,88,68.355504
56.978254,37,68.408071
211.497632,93,68.5385
207.755885,88,68.667191
211.816792,92,68.79304
212.27467,91,68.916065
198.643719,82,69.027572
212.887295,91,69.151087
199.421404,83,70.602035
202.824845,84,70.724905
208.056444,88,70.842229
199.280819,84,70.950215
209.386303,89,71.064973
199.006443,83,71.172732
199.696291,82,71.283998
207.166195,87,71.398951
216.52832,98,71.531322
203.452781,85,71.648955
209.824901,92,71.787998
226.950607,107,71.935338
209.33002,90,72.057607
208.376884,88,72.192062
215.568115,97,72.328265
185.209002,82,72.44155
203.343497,83,72.554539
204.374593,85,72.671156
221.173456,97,72.80477
206.531066,88,72.970338
211.576634,88,73.119591
211.972644,90,73.274
191.754113,79,73.404317
192.843579,80,75.269707
200.415083,85,75.422879
200.665682,85,75.570897
206.200641,86,75.687427
202.5083,87,75.802564
188.393887,79,75.912138
207.738621,90,76.037695
209.288208,90,76.158047
206.208653,88,76.277699
210.410253,91,76.404544
217.651576,100,76.539179
208.304705,88,76.65694
216.104659,98,76.793513
210.048106,91,76.916138
205.388162,87,77.040721
190.211879,77,77.144822
205.762883,86,77.262431
216.989394,93,77.388928
199.73558,84,77.503451
206.040837,88,77.616409
203.327684,85,77.729978
199.145522,84,77.841364
204.6052,85,77.951292
188.961161,81,79.403337
201.288959,85,79.518373
191.885193,82,79.629011
215.04493,96,79.762081
184.439989,79,79.867511
207.334201,89,79.985372
205.522112,86,80.109405
208.135428,89,80.233652
198.630232,84,80.344055
209.870078,88,80.463595
209.481823,93,80.589824
210.129261,95,80.7163
202.728589,86,80.832199
208.730578,91,80.953949
208.410708,92,81.084176
212.417109,91,81.206789
211.841961,92,81.331289
208.425083,88,81.446975
205.542632,85,81.558542
213.159925,97,81.685051
198.859421,84,81.797142
195.617988,83,81.906524
212.723636,92,82.026254
213.083099,93,83.502898
207.90551,87,83.619997
208.606315,88,83.738146
209.972794,88,83.856826
162.816626,73,83.954836
208.200553,89,84.076753
212.081601,93,84.21078
176.275419,76,84.313633
209.958526,88,84.434266
215.517895,96,84.562135
216.838387,92,84.682401
192.578175,82,84.790821
207.282067,88,84.904448
165.560999,73,84.999158
152.663574,71,85.091197
173.431599,79,85.204799
213.187952,94,85.332103
200.522854,85,85.443814
205.321586,87,85.564518
206.267401,88,85.726577
95.402147,51,85.817947
70.122259,39,85.883201
216.166264,94,86.038953
216.040721,93,86.205102
213.911864,93,86.367563
209.857251,90,88.247331
207.878598,90,88.384951
212.324464,92,88.507428
210.663137,90,88.62489
211.705426,91,88.745496
214.982549,95,88.870838
215.568593,92,88.99143
200.68256,86,89.103662
164.301043,76,89.204669
80.015028,45,89.265178
207.691467,91,89.397339
217.278486,94,89.524134
214.081941,91,89.644117
209.456448,90,89.764407
211.41324,94,89.890452
214.69674,91,90.012097
96.889009,52,90.080434
204.68608,89,90.200266
217.025945,96,90.331517
213.033471,93,90.460898
223.12988,100,90.591299
211.932039,93,90.714233
100.892729,55,90.787277
210.913427,93,90.912269
217.208175,96,92.347791
214.712387,96,92.481987
216.733271,99,92.612211
211.023923,96,92.737377
229.151336,106,92.877981
218.079403,98,93.005164
218.071695,97,93.132899
217.050779,98,93.264723
220.665255,96,93.391847
216.548525,96,93.536567
205.716241,91,93.659285
214.819811,95,93.796415
225.673184,97,93.92676
224.839571,107,94.071609
218.540459,99,94.206967
222.477531,100,94.346789
212.608305,97,94.487682
215.23037,96,94.615375
234.215661,104,94.76105
212.759319,94,94.888638
225.755138,104,95.029557
226.839638,109,96.521005
226.132035,103,96.663763
229.372737,105,96.804853
217.663311,100,96.943855
231.953649,104,97.083082
227.551474,102,97.218372
225.806746,102,97.357481
230.112462,105,97.51927
169.9114,86,97.633452
217.16007,100,97.770927
223.714957,105,97.915712
218.225167,98,98.047125
228.412217,102,98.185643
221.044687,99,98.339434
237.385601,109,98.5364
225.640087,105,98.71352
226.715891,107,98.886019
220.631415,101,99.050305
221.716785,100,99.213327
225.095552,103,99.383419
227.006169,104,101.210954
229.122483,108,101.361559
225.721471,105,101.505753
226.8114,103,101.652062
227.952966,103,101.78814
241.483845,109,101.931317
228.546559,107,102.070883
219.834569,98,102.219977
226.147466,103,102.36038
225.243168,102,102.501088
226.236476,101,102.634009
229.053964,102,102.775282
229.783556,106,102.915529
233.156729,106,103.055707
189.171535,95,103.182047
225.164685,99,103.314951
214.053094,99,103.445483
226.60024,103,103.581862
232.321655,103,103.737314
232.758651,111,105.178393
227.65561,105,105.321332
220.173642,104,105.460454
226.347239,100,105.593503
221.70933,104,105.730337
236.970742,107,105.878437
227.177429,106,106.020859
219.969883,98,106.15637
238.341195,113,106.302612
230.622429,107,106.449204
226.865295,103,106.585508
229.185513,107,106.724139
233.031436,105,106.867837
231.057575,106,107.011243
237.818251,106,107.154687
228.506741,102,107.29274
227.837111,104,107.43348
239.513831,121,107.598728
233.597199,105,107.746326
232.22041,104,107.893332
230.402701,105,109.370896
236.182968,110,109.516513
242.5074,108,109.657146
243.117903,106,109.79421
233.427897,108,109.942986
228.466188,102,110.076822
89.709862,54,110.148603
122.74118,69,110.244798
237.486462,109,110.388425
234.597429,108,110.529321
254.068571,113,110.674029
135.750004,79,110.776832
233.445665,105,110.918872
105.181191,61,111.005
238.898427,110,111.201852
193.191888,93,111.370581
234.315086,112,111.552112
243.843018,111,111.735971
232.394809,108,111.917812
227.91044,103,112.095292
157.928425,85,112.240793
246.062856,113,114.054983
242.611255,109,114.198181
231.525852,106,114.344736
110.760429,63,114.432481
230.183748,104,114.574094
237.111723,110,114.715925
227.002936,104,114.850424
228.464461,102,114.98699
169.770718,85,115.106803
228.364181,107,115.24896
244.583063,110,115.393104
245.341861,115,115.546336
232.657991,104,115.685894
228.597352,106,115.825131
233.375307,105,115.964903
232.407448,105,116.108597
240.300659,111,116.261301
230.165946,106,116.404245
228.239687,107,116.546604
244.295528,110,118.026961
235.863288,106,118.170653
233.882146,109,118.318061
238.928036,110,118.464613
247.373896,109,118.607269
243.12384,110,118.75151
227.219369,106,118.890647
237.449732,110,119.037003
242.315826,108,119.188395
240.353704,108,119.340393
253.752861,113,119.493415
214.803361,104,119.631238
229.558051,106,119.77641
239.660128,109,119.922509
229.189806,103,120.058239
231.631627,105,120.203288
230.899195,109,120.354035
246.75157,111,120.501187
234.919874,110,120.646256
243.444755,110,122.122013
221.929671,106,122.27067
234.831789,107,122.412646
137.105799,78,122.516351
233.006251,107,122.660687
235.801526,107,122.802855
237.659989,107,122.945354
239.864579,111,123.095797
248.958794,114,123.253932
238.694071,109,123.406803
224.886108,103,123.545902
230.599397,109,123.697056
228.967953,107,123.885584
224.84911,104,124.066717
219.866957,105,124.248862
230.407229,104,124.440461
159.007288,83,124.578931
230.610108,111,124.753372
248.179693,112,124.938703
257.49499,113,125.130055
241.490473,108,126.909609
211.051888,102,127.050298
240.642461,109,127.198543
242.618519,109,127.348217
247.075929,109,127.502794
259.075093,114,127.653172
238.333116,110,127.800692
250.355258,111,127.946214
218.93167,105,128.085116
134.655563,75,128.184617
248.121667,114,128.336688
252.590965,116,128.49773
243.3062,114,128.648854
245.960231,113,128.798571
245.059389,110,128.942877
245.619261,109,129.088926
234.32191,111,129.238478
238.05909,106,129.383155
243.904259,112,129.535945
235.116512,112,131.010164
253.313525,110,131.154611
234.82111,107,131.298466
253.465622,113,131.44994
245.563568,113,131.608763
247.483219,111,131.757914
246.971649,108,131.904453
254.627604,110,132.052452
232.376226,106,132.20576
238.843556,110,132.356535
273.934565,122,132.524413
255.777078,114,132.684697
237.773992,110,132.834376
234.538532,110,132.97999
268.359259,117,133.133113
259.105292,119,133.293598
273.053189,117,133.449814
254.31813,113,133.607301
237.514458,107,135.081086
251.3176,108,135.226459
268.007953,113,135.37983
214.151066,102,135.51708
238.212121,112,135.672649
259.050313,110,135.8221
264.948221,112,135.972684
261.029521,115,136.13543
237.754694,108,136.281148
225.954478,104,136.432634
240.093129,108,136.622179
249.854298,112,136.812115
236.180467,105,136.990546
260.366102,121,137.194574
258.427246,114,137.385397
294.60636,124,137.586954
261.826625,116,137.820724
247.58057,113,138.011892
264.15827,116,139.776849
330.526889,140,139.96951
277.424706,120,140.133267
291.40493,124,140.296905
279.072311,120,140.466502
252.340944,110,140.614806
281.114794,121,140.773455
247.134861,113,140.928636
275.542147,118,141.085161
264.763989,116,141.239216
291.26944,122,141.404081
241.361515,112,141.555185
228.825016,109,141.702378
275.378433,118,141.86492
259.663456,113,142.015741
296.594525,130,142.192146
255.889095,112,142.347688
282.178328,124,142.518672
272.233563,114,144.026171
282.851096,122,144.19627
286.602766,120,144.360732
311.11876,127,144.532537
257.962496,110,144.682633
263.676383,112,144.834085
263.459597,115,144.995283
272.653116,114,145.151119
265.563514,113,145.304728
260.303173,115,145.457808
250.76283,108,145.600022
285.414145,122,145.761607
261.864864,112,145.916402
270.647961,117,146.075313
261.572742,114,146.229479
280.656275,118,146.386515
242.430134,105,146.5258
284.796859,126,148.022041
278.787772,117,148.194113
244.94275,105,148.345043
237.10607,110,148.492375
279.328314,115,148.644635
248.066233,104,148.780159
268.50242,112,148.925986
259.212666,109,149.080275
278.756896,117,149.272351
242.101902,106,149.460286
266.678598,112,149.650368
257.204531,107,149.832069
267.193021,115,150.046465
271.446456,112,150.254312
264.835346,112,150.447739
258.404097,109,150.629671
267.036793,112,150.810929
284.010428,122,151.011136
243.24686,108,151.200444
297.29182,120,152.875587
248.323771,103,153.010379
251.904285,113,153.169736
251.686761,110,153.319422
250.14705,107,153.46572
229.280806,100,153.598394
264.010916,107,153.73859
250.423535,106,153.874892
257.935994,107,154.014443
239.9682,104,154.159513
231.28949,101,154.299147
210.80785,101,154.435348
118.190958,63,154.517943
263.922155,111,154.659607
249.099079,114,154.808492
256.377208,108,154.959665
261.450637,115,155.113511
285.71914,120,155.284957
246.063896,102,155.428199
132.527179,68,156.849808
189.249258,94,156.975653
279.413711,118,157.134047
246.752357,112,157.300999
254.370649,108,157.446261
271.689736,113,157.609828
236.828442,103,157.753983
248.411081,110,157.899624
231.249313,101,158.033443
263.992326,116,158.188705
234.817489,102,158.33615
266.871073,117,158.492022
244.607455,104,158.630964
233.910883,105,158.771396
243.921726,104,158.904088
237.87791,104,159.037893
239.571395,106,159.178251
269.575334,119,159.347132
252.768119,108,159.491649
268.997279,113,160.952307
245.112736,105,161.089735
257.965093,111,161.238505
246.849108,107,161.392997
280.41977,120,161.556771
261.352566,115,161.71108
292.375077,119,161.870317
252.565785,106,162.044896
251.963841,110,162.233975
233.310437,102,162.421872
263.274642,114,162.603457
234.74266,106,162.776493
285.51239,117,162.962646
272.876289,114,163.143551
254.712269,109,163.334531
260.677611,112,163.529662
276.748869,116,163.723385
252.428766,107,163.893559
294.735643,122,164.093805
288.44508,122,165.765377
278.255295,118,165.915348
269.253211,111,166.063056
276.796272,118,166.220282
195.331132,95,166.346475
273.332409,115,166.506027
299.230205,124,166.676702
247.662865,107,166.821844
285.839459,119,166.980501
156.507775,80,167.088458
265.769426,111,167.24203
320.756466,130,167.417693
246.171098,110,167.576109
160.665222,81,167.686896
265.921048,113,167.837571
272.031129,121,167.995652
269.445824,115,168.145202
251.767997,107,168.29119
258.717278,111,169.763563
266.119184,118,169.919462
241.774874,106,170.057547
251.437735,110,170.197876
263.814064,111,170.353166
244.27465,107,170.496172
259.443597,111,170.647271
269.221982,114,170.792554
242.78072,108,170.933923
223.833882,102,171.065034
270.006366,116,171.21363
240.933818,100,171.349753
253.373218,113,171.502008
242.959713,113,171.672427
277.547956,114,171.833465
241.934982,108,171.982088
259.713107,112,172.137086
269.900947,115,172.296962
274.778445,117,172.464577
251.132197,106,173.966429
254.038718,108,174.115495
264.651197,114,174.275174
257.322874,109,174.424921
283.449141,118,174.58267
246.832787,102,174.737633
259.113878,107,174.939435
272.944616,116,175.146112
267.42468,113,175.342436
272.742223,112,175.557179
258.167798,109,175.738287
253.123577,108,175.926508
241.051488,104,176.105846
258.592484,113,176.292475
256.442271,108,176.476487
239.502187,101,176.643346
272.291867,112,176.834347
302.445262,123,177.054279
277.144927,123,178.688494
306.501826,128,178.858036
279.972826,119,179.026387
301.875911,129,179.198554
282.150199,115,179.35974
303.648052,126,179.534887
311.298618,130,179.708031
292.313972,124,179.873958
276.96564,122,180.046157
298.036733,124,180.209763
292.529701,122,180.376601
279.015308,115,180.534693
274.243658,114,180.688379
300.413127,119,180.848305
303.736383,125,181.022399
273.841033,114,181.173999
289.320652,117,181.329155
295.438238,121,182.831489
279.105233,110,182.980341
