#{"t_start": 1707009311.0029938, "env_id": "CustomHopper-udr-v0"}
r,l,t
10.490601,18,0.454341
7.792691,15,0.46109
10.195594,14,0.467579
6.015709,11,0.472473
4.624062,12,0.47794
11.275947,20,0.487093
9.266108,16,0.494211
10.257095,16,0.501266
4.661789,8,0.504768
16.512204,19,0.513208
7.355151,10,0.517643
4.305041,14,0.524268
11.574731,14,0.530764
16.461345,18,0.539014
4.118898,12,0.546532
5.374716,8,0.550211
9.785482,18,0.55846
15.53068,17,0.566232
4.814962,10,0.570762
12.041073,16,0.578014
2.404222,18,0.586188
5.214157,9,0.59047
19.674804,22,0.600448
9.858301,26,0.612473
4.97412,9,0.616793
52.087398,32,0.631372
12.984138,32,0.648132
33.519914,26,0.660084
9.423048,14,0.666322
54.74297,36,0.682063
13.680833,16,0.689184
7.938924,16,0.696232
10.620793,11,0.70117
7.046023,12,0.706375
13.743114,17,0.713903
79.224769,47,0.736573
4.831283,17,0.744242
7.127087,12,0.751955
6.199915,9,0.755999
22.429307,33,0.770943
16.518287,24,0.781828
24.534146,24,0.793401
22.126347,20,0.802792
11.306285,15,0.810423
18.940639,30,0.825135
50.173085,36,0.841712
4.525189,10,0.846462
16.903758,19,0.857339
9.561851,12,0.863049
39.859664,43,0.883272
6.613229,9,0.887678
24.227567,26,0.900066
10.260917,14,0.906519
14.342139,15,0.913563
9.647247,14,0.920191
3.860442,13,0.926359
12.463087,23,0.937147
9.304707,11,0.942162
10.053241,19,0.950796
9.313168,11,0.957594
14.981216,16,0.96508
16.128197,20,0.974361
17.725614,21,0.984059
4.906381,9,0.98824
7.706944,10,0.992994
75.488994,49,1.015038
5.392503,13,1.021132
17.069384,24,1.032104
19.521875,18,1.040376
11.399728,19,1.049345
6.518937,9,1.05575
17.015605,17,1.063617
7.453317,11,1.068816
12.090107,15,1.075563
16.262425,18,1.085249
16.116937,20,1.096085
1.247761,19,1.105895
27.214171,42,1.125241
6.909237,9,1.129366
5.205373,9,1.13366
5.141944,12,1.139313
7.141874,22,1.149671
3.76304,10,1.154512
30.288786,25,1.16798
23.822305,29,1.181249
10.005703,25,1.192662
15.842306,20,1.201845
7.438405,21,1.211419
3.635591,7,1.214737
6.667221,11,1.21968
2.847473,12,1.225163
6.306834,18,1.233147
6.632262,10,1.237585
15.200298,22,1.247564
24.736994,24,1.260308
14.736285,23,1.27065
9.970479,14,1.276756
7.803303,18,1.284697
17.353376,18,1.292969
9.176833,12,1.298179
12.433935,17,1.306088
6.024647,15,1.312755
18.069366,19,1.321226
10.274485,13,1.326837
60.738912,46,1.347124
5.02794,18,1.355136
56.67073,41,1.374749
14.492353,24,1.385686
9.799928,13,1.391696
11.632186,16,1.399595
8.433486,19,2.20612
17.178566,24,2.220934
33.306466,46,2.247343
12.994856,22,2.260046
20.850873,23,2.273339
9.258127,13,2.283312
30.72743,24,2.298235
12.908388,16,2.307428
8.966382,14,2.315476
102.606847,55,2.34636
11.272011,12,2.353366
55.0301,73,2.39735
69.110879,48,2.424947
13.673939,16,2.434121
5.772596,29,2.450915
11.601544,17,2.460479
13.831369,16,2.469219
7.441299,15,2.477545
6.898175,10,2.483093
18.816962,19,2.49591
16.76841,16,2.504792
37.271804,29,2.520121
13.763082,15,2.528129
15.676276,21,2.541009
110.172634,59,2.571949
113.897201,64,2.610503
7.894188,10,2.618224
6.781781,9,2.625543
18.351915,20,2.640265
97.587613,52,2.674951
51.44934,34,2.695709
14.730903,18,2.705755
153.166173,71,2.743274
5.572295,10,2.748585
11.500035,21,2.759977
6.86841,9,2.764571
8.608824,12,2.771078
30.377773,38,2.794087
15.907617,22,2.807839
10.176315,12,2.814178
22.079222,20,2.824848
19.062931,34,2.844501
8.997319,11,2.850359
27.267508,24,2.862679
29.395496,27,2.8762
12.784498,13,2.883002
8.981911,11,2.888718
81.599167,52,2.916485
3.19238,19,2.926032
26.192585,43,2.947115
11.140698,14,2.953791
16.086409,21,2.964517
23.431772,22,2.975434
7.092143,11,2.981156
41.714998,32,2.998309
7.057424,12,3.00557
51.880117,34,3.02344
5.98759,12,3.02922
6.39062,10,3.034129
8.516113,28,3.047814
26.407753,44,3.068504
12.294552,14,3.076409
74.117604,42,3.096553
35.422218,28,3.113008
28.201708,28,3.127048
24.340116,28,3.140656
13.852815,19,3.149698
9.144911,12,3.155454
10.400039,14,3.16193
11.810811,29,3.175465
41.930644,49,3.198625
33.360384,64,3.229741
137.760474,80,3.265542
6.730994,13,3.271564
12.816191,13,3.277596
26.250481,22,3.287977
93.454532,71,4.141513
10.974536,24,4.155879
9.701059,12,4.162931
81.761049,45,4.188863
105.5051,59,4.224772
125.85062,64,4.2602
12.151655,16,4.269139
8.017892,14,4.277045
13.900931,33,4.294971
10.816199,22,4.307108
45.936716,37,4.329255
9.112816,11,4.33536
119.928894,65,4.370151
5.814838,34,4.38764
123.695885,68,4.422843
13.296829,21,4.437173
106.228505,59,4.466582
9.587939,37,4.485411
16.372678,32,4.501405
40.265094,30,4.516077
9.569026,13,4.52294
