#{"t_start": 1707005108.9028559, "env_id": "CustomHopper-udr-v0"}
r,l,t
10.248398,23,0.386039
3.985664,12,0.390906
9.67116,14,0.39641
5.565646,12,0.401245
6.637449,12,0.406555
13.261224,19,0.414159
10.47384,17,0.420822
8.943536,14,0.426302
13.932849,23,0.435243
11.041316,13,0.440486
3.826932,14,0.44599
11.836862,14,0.451428
15.135506,17,0.457945
2.570447,11,0.462217
8.143233,11,0.466436
15.524238,20,0.474163
8.386719,15,0.481648
3.107858,9,0.4851
11.702681,16,0.491211
2.588941,18,0.498183
5.336859,9,0.501745
18.264532,20,0.509575
6.229574,9,0.513072
12.354609,21,0.521223
60.114133,38,0.53599
22.336352,36,0.549912
30.181058,24,0.559227
7.703403,15,0.565029
51.988886,34,0.579867
13.521808,16,0.586025
10.575083,20,0.593649
11.721029,13,0.59904
10.023366,16,0.605795
21.227787,24,0.61634
27.2391,23,0.62583
9.745799,12,0.630773
8.957926,16,0.637247
6.987063,11,0.642145
6.311576,14,0.647716
22.295482,27,0.659329
27.549784,30,0.671546
8.795596,26,0.683748
26.528562,25,0.694247
20.026636,32,0.708015
35.482989,30,0.719867
4.902844,8,0.723584
11.318943,13,0.728892
7.269018,13,0.734157
8.270443,11,0.738546
39.030186,41,0.754761
7.737326,10,0.758844
13.957003,15,0.764728
8.481224,16,0.770893
8.075439,12,0.775537
11.779187,18,0.784237
10.954086,14,0.789705
4.218752,12,0.794425
12.766824,19,0.801747
9.343621,11,0.805937
9.675964,19,0.813419
9.590134,11,0.817683
24.493642,30,0.829808
6.433158,11,0.834218
14.928018,16,0.840397
5.099419,9,0.843977
7.578777,10,0.847997
72.456753,49,0.866351
7.017157,14,0.871772
17.052427,22,0.88031
15.936578,17,0.888782
26.167148,32,0.901101
8.317647,10,0.90515
11.43862,13,0.910547
5.632414,9,0.914011
4.951347,13,0.919199
18.51749,19,0.927295
12.858222,17,0.93398
4.196961,15,0.940019
34.740077,46,0.958103
9.012657,11,0.962447
6.875379,11,0.966706
7.886648,15,0.972618
8.757247,14,0.978361
5.939568,10,0.982211
32.678783,26,0.993992
15.354303,26,1.003983
14.160783,27,1.014983
14.209672,21,1.023597
9.849602,18,1.030937
4.825952,9,1.034533
9.401238,14,1.040014
3.864045,9,1.04379
10.563237,26,1.053808
18.712159,22,1.062695
17.51681,20,1.070453
11.571452,26,1.08073
13.384974,15,1.088404
6.758251,18,1.095465
18.438777,19,1.103592
10.011975,13,1.109589
13.16553,16,1.116158
6.024937,12,1.121195
11.334192,17,1.128533
8.945369,14,1.134228
22.95677,39,1.149765
4.685745,11,1.154175
5.942177,17,1.160959
47.635864,41,1.177147
24.183316,28,1.189812
7.68058,11,1.194287
11.469135,14,1.199565
9.933808,17,1.206366
22.884329,25,1.856644
