#{"t_start": 1704940350.786552, "env_id": "CustomHopper-udr-v0"}
r,l,t
5.542666,22,1.121105
7.367975,12,1.140066
34.293109,30,1.194377
11.911627,13,1.220773
8.743104,12,1.244365
4.91736,9,1.26212
8.630183,15,1.28376
10.516769,34,1.335611
9.116035,12,1.355645
6.487816,10,1.370817
122.409288,68,1.470667
15.240974,15,1.492551
6.707278,12,1.510111
7.749938,29,1.551661
6.049718,10,1.565898
8.467894,10,1.580084
2.74985,11,1.595773
12.877059,14,1.615345
7.786383,16,1.637704
3.639886,9,1.650958
6.918397,12,1.666657
11.893297,19,1.691718
7.350863,9,1.703992
22.616635,25,1.736781
6.127077,8,1.748358
95.881717,47,1.810845
11.054589,21,1.838832
11.340603,20,1.864531
127.244395,66,1.953127
9.811043,15,1.973701
6.20271,14,1.992698
5.955713,29,2.032037
7.395885,8,2.043845
2.56823,16,2.065218
17.252618,27,2.10033
6.682298,12,2.116188
3.078606,16,2.1376
19.119945,17,2.161069
31.687507,22,2.198001
8.896277,12,2.213891
7.577473,10,2.226765
5.66921,18,2.249931
7.275958,15,2.269803
9.210825,11,2.284318
17.618245,18,2.307767
9.330624,12,2.323145
9.279901,10,2.335891
9.890874,17,2.358521
8.51434,10,2.371599
24.332374,20,2.397795
10.481349,14,2.415962
5.549154,21,2.444088
29.510435,22,2.473027
20.388805,17,2.495814
59.100009,61,2.579682
4.565093,13,2.597572
4.958475,27,2.634881
7.057442,13,2.654973
14.025448,30,2.696258
14.528369,18,2.721072
14.401132,29,2.760564
2.64457,16,2.78256
5.295864,18,2.80887
12.615465,14,2.827851
8.405545,13,2.845377
7.013924,14,2.864416
4.747844,7,2.874458
5.789284,9,2.886808
7.326618,9,2.899697
16.173281,23,2.932763
11.84733,24,2.964761
38.737843,42,3.037238
10.45155,15,3.064103
22.246121,32,3.123659
22.204413,33,3.183907
9.684592,13,3.211285
6.828594,17,3.242611
6.509582,12,3.264324
5.793019,9,3.279695
10.82475,15,3.303905
14.843345,21,3.338744
2.767305,12,3.358256
17.183846,31,3.410308
5.133637,11,3.427356
7.68695,12,3.446695
7.61831,11,3.464755
5.978053,9,3.479191
52.910265,47,3.555179
11.973398,20,3.587328
4.367963,8,3.600124
64.03067,39,3.663496
29.198333,23,3.700385
20.460173,24,3.738405
7.826172,16,3.767271
17.205196,16,3.793265
10.673398,13,3.815864
4.579249,11,3.833172
11.584186,18,3.862664
11.689269,17,3.890343
6.290874,12,3.909774
58.338613,51,3.992064
1.850234,13,4.014083
5.621955,24,4.056346
13.768988,18,4.085407
4.776881,12,4.104299
25.722564,30,4.153649
-0.250849,14,6.73798
5.500871,8,6.749396
7.959826,13,6.766806
18.429299,22,6.796342
65.798106,40,6.852569
24.772356,21,6.88136
4.625035,8,6.89201
13.137241,16,6.914366
15.329065,32,6.958185
17.355293,25,6.992153
20.095471,16,7.013964
15.157029,42,7.071276
23.045431,23,7.101631
57.450959,33,7.144689
127.552402,66,7.231818
163.159189,78,7.335018
21.932534,23,7.374094
6.577034,9,7.386853
20.572002,23,7.416925
6.959202,27,7.45311
5.401105,16,7.474381
64.222564,63,7.556783
4.286817,11,7.571177
103.000998,53,7.640473
15.060044,19,7.666881
12.672705,12,7.682345
24.280307,27,7.717443
80.486208,43,7.773924
68.76385,39,7.829912
77.008174,36,7.879207
4.965368,10,7.893443
7.325131,9,7.906355
11.367108,13,7.924566
8.393444,11,7.938714
14.013406,21,7.966874
15.006327,26,8.003323
129.257616,53,8.077631
22.351057,19,8.105389
28.509685,24,8.141566
45.872202,28,8.183957
20.212004,17,8.209736
18.537977,23,8.242254
33.753304,38,8.295666
75.911373,51,8.367635
15.398164,22,8.406284
28.466314,23,8.438545
9.026196,11,8.454034
33.081532,38,8.505185
20.877223,22,8.53473
8.460049,13,8.552085
23.32509,32,8.595832
23.858679,25,8.630408
24.431104,22,8.660758
39.555446,32,8.703306
13.933841,21,8.732011
78.099796,44,8.78978
7.684428,13,8.807127
23.064403,21,8.836575
6.493766,22,8.866953
134.67742,57,8.94423
20.556953,23,8.974494
10.280152,25,9.008024
4.35688,9,9.019832
15.872344,27,9.056049
4.926058,9,9.068759
14.709564,20,9.097241
11.350249,15,9.11954
13.911982,19,9.147437
15.114041,16,9.170619
39.392172,43,9.231808
11.136154,17,9.255353
13.698458,13,9.273174
8.910815,26,9.307934
11.191809,21,9.335379
7.242793,12,9.351092
31.290511,43,9.4154
24.155214,38,9.467925
18.230683,21,9.496146
11.273093,22,9.525605
26.403114,22,10.872372
52.955256,28,10.9109
15.509269,20,10.937984
106.664313,61,11.019856
64.519111,42,11.077778
32.183242,31,11.124195
13.118578,21,11.153295
27.349767,31,11.195222
4.880344,12,11.210887
105.695844,69,11.301122
27.488415,34,11.34676
65.275087,46,11.406794
113.779882,62,11.495304
233.580942,122,11.652748
231.098194,113,11.800865
130.18981,63,11.887766
11.541709,14,11.906956
