#{"t_start": 1707006637.2425797, "env_id": "CustomHopper-udr-v0"}
r,l,t
9.804858,23,0.54208
4.387623,13,0.549907
6.158641,13,0.558721
6.394249,12,0.565404
5.891507,13,0.572498
16.432308,17,0.581763
10.391682,18,0.591826
9.668375,14,0.599368
13.481451,23,0.613046
10.432306,13,0.620291
6.217732,14,0.630269
10.850515,14,0.637933
15.899563,18,0.647596
3.074196,12,0.654309
6.081881,8,0.658648
9.613991,17,0.667806
24.834941,20,0.678559
5.11843,9,0.683573
13.807565,17,0.692682
4.101081,16,0.701017
4.707434,9,0.70584
17.967233,20,0.716199
5.434361,9,0.720805
11.760457,20,0.733355
50.229749,42,0.754853
8.51808,29,0.769742
33.474888,28,0.783584
6.6141,15,0.79102
46.651864,33,0.807101
13.683728,16,0.815078
10.287854,21,0.825528
10.26006,13,0.833961
10.472873,17,0.842556
148.932778,77,0.881811
11.590867,13,0.888906
14.073159,30,0.904695
4.210925,10,0.909903
16.271854,20,0.920412
18.59255,20,0.930801
17.60648,19,0.943323
11.937874,18,0.952899
19.068727,30,0.968209
49.466967,37,0.986257
5.286337,12,0.991975
18.870838,20,1.001769
15.804114,19,1.01095
14.725987,21,1.021502
12.984609,17,1.02987
5.113364,8,1.034127
12.86854,17,1.044623
3.634334,11,1.050382
10.031147,13,1.056633
10.166239,14,1.063306
9.79244,14,1.070387
3.613011,12,1.076456
15.089711,21,1.086748
7.568172,9,1.091157
10.730813,19,1.101532
9.432996,11,1.109636
13.688701,16,1.118569
15.064123,19,1.128332
5.167818,9,1.133177
10.408348,14,1.142102
3.607894,8,1.146087
7.922987,10,1.151846
62.152311,45,1.174155
5.023747,16,1.182088
10.651834,15,1.190028
5.74693,13,1.196429
17.071374,17,1.205184
9.824373,15,1.212547
8.947713,11,1.21842
15.708102,16,1.226391
10.133519,12,1.232268
11.33993,16,1.242031
15.386061,18,1.250924
11.236967,18,1.259576
-0.588128,24,1.271395
40.605044,43,1.292243
8.417255,12,1.297983
4.749703,11,1.303467
8.179156,30,1.317895
8.684039,12,1.323654
8.88635,14,1.333276
8.587502,13,1.350092
12.305119,18,1.363009
14.636224,27,1.377919
13.344025,21,1.389016
9.871577,19,1.399529
4.023112,8,1.403785
8.553066,14,1.411059
2.573907,10,1.416589
12.294855,24,1.429743
12.047216,20,1.441756
13.612013,13,1.451118
60.080927,43,1.473876
11.744364,26,1.488042
18.316836,19,1.499115
9.560849,12,1.505398
12.092773,17,1.514427
6.964679,12,1.520917
14.473984,20,1.532055
8.167824,12,1.540594
